,smiles,mole_logp,tpsa,mol_wt,hbd,hba,valencee,max_partialcharge,min_partialcharge,rotatablebd,ringct,stereocent,dipole_moment,enthalpy,internal_energy,internal_energy_zero,free_energy,homo,lumo,gap,zero_point_vib_energy
37446,OC1CC(C=O)C11CN1,-1.0919000000000003,59.239999999999995,127.063328528,2,3,"(50,)",0.1246681028315651,-0.39110155583808437,1,2,3,1.9411,-439.03913,-439.040074,-439.048576,-439.081963,-0.2469,-0.0447,0.2022,0.147089
15588,NC1C(O)C1(O)C#N,-2.0571200000000003,90.27000000000001,114.042927432,3,4,"(44,)",0.19610139354822045,-0.38711059009779997,0,1,3,4.7891,-415.826636,-415.827581,-415.835481,-415.867443,-0.2636,0.0062,0.2698,0.106767
31796,C1C2C3COCOC2C13,0.6252,18.46,126.06807956,0,2,"(50,)",0.14662354080974432,-0.35510181972427485,0,4,2,1.9759,-422.962004,-422.962948,-422.969549,-423.000364,-0.2514,0.0921,0.3435,0.162911
10203,COC(C)C1(CC1)C#N,1.32508,33.019999999999996,125.084063972,0,2,"(50,)",0.08328474957538158,-0.38008748133153525,2,1,1,4.0403,-403.135007,-403.135951,-403.145916,-403.18098,-0.2684,0.0336,0.302,0.169136
59233,COCCCC(O)C#C,0.4071000000000001,29.46,128.083729624,1,2,"(52,)",0.1140934608836261,-0.3846878253681126,4,0,1,2.2696,-424.163239,-424.164183,-424.175411,-424.212939,-0.2525,0.0319,0.2844,0.178714
130347,CC(C)COCC#N,1.18258,33.019999999999996,113.084063972,0,2,"(46,)",0.13316167378850924,-0.3662722452473178,3,0,0,4.4906,-365.060159,-365.061103,-365.070819,-365.106168,-0.2819,0.0107,0.2926,0.163122
9024,CC1NCCCC1=O,0.32739999999999997,29.1,113.084063972,1,2,"(46,)",0.14900889569376233,-0.307692786653375,0,1,1,3.1761,-365.083388,-365.084332,-365.092195,-365.124301,-0.2217,-0.0113,0.2103,0.16692
125254,CC1C2C3C4C(N13)C24O,-0.5680000000000001,23.47,123.068413908,1,2,"(48,)",0.09232789333115958,-0.38740456036210347,0,4,6,2.3839,-401.840141,-401.841086,-401.848235,-401.879308,-0.2114,0.068,0.2794,0.148165
18518,CCC(C)CC(=O)CC,2.401700000000001,17.07,128.120115132,0,1,"(54,)",0.13240186817835126,-0.2997180210856533,4,0,1,2.3619,-389.518678,-389.519623,-389.531409,-389.569634,-0.2405,-0.0065,0.234,0.225524
132531,CC12OC1C1CC2C=C1,1.3497999999999999,12.53,122.07316494,0,1,"(48,)",0.09883989193056898,-0.36507780045259697,0,3,4,1.6693,-385.862237,-385.863182,-385.870162,-385.900974,-0.2338,0.019,0.2528,0.160986
107198,CC(CO)C1OCCO1,-0.0123000000000002,38.69,132.078644244,1,3,"(54,)",0.16200610826630085,-0.3958985375894781,2,1,1,2.1628,-461.349116,-461.35006,-461.359879,-461.395353,-0.2523,0.0797,0.3319,0.181943
54133,CCC12C3OC3C1N2C,0.23019999999999996,15.54,125.084063972,0,2,"(50,)",0.10577874194800588,-0.36571066572118555,1,3,5,1.5563,-403.036176,-403.03712,-403.046042,-403.079536,-0.213,0.0498,0.2628,0.168692
99413,CC1OC2CC(=N)OC12,0.5398699999999999,42.31,127.063328528,1,3,"(50,)",0.18324105528336643,-0.4723456536290012,0,2,3,2.8938,-439.087759,-439.088703,-439.096508,-439.129231,-0.2597,0.0238,0.2836,0.148602
114186,CC#CC1C2NC2C1=O,-0.45100000000000007,39.010000000000005,121.052763844,1,2,"(46,)",0.16748493335951328,-0.2996463827762449,0,2,3,3.4897,-400.677603,-400.678547,-400.687445,-400.725146,-0.2257,-0.022,0.2037,0.122599
56271,OC12C3C1C1(C#N)C2N31,-1.3103200000000002,47.029999999999994,120.032362748,1,3,"(44,)",0.1354655683271793,-0.3860018627435858,0,5,6,5.1922,-415.474226,-415.475171,-415.482028,-415.513222,-0.2429,-0.0107,0.2322,0.088618
34562,CNCC1=NC=NO1,-0.21100000000000008,50.95,113.058911844,1,4,"(44,)",0.23979800320191583,-0.33822958415396914,2,1,0,2.1816,-395.95963,-395.960574,-395.968091,-396.000988,-0.2352,-0.0246,0.2106,0.119992
30594,CC12CNC(=O)CC1O2,-0.33620000000000005,41.63,127.063328528,1,2,"(50,)",0.22233138266045657,-0.36388066155287585,0,2,2,4.4022,-439.112668,-439.113612,-439.121852,-439.15471,-0.2416,0.0335,0.2752,0.148418
118644,CC1CC2C3OC1OC23,0.7661,18.46,126.06807956,0,2,"(50,)",0.16064917150461938,-0.3460299047538464,0,4,3,1.497,-423.015899,-423.016843,-423.023843,-423.055135,-0.2234,0.0832,0.3066,0.161953
1517,CC1C2OC(C=C2)C1=O,0.5287999999999999,26.3,124.052429496,0,2,"(48,)",0.17072220153117063,-0.3582710864170464,0,2,3,2.5357,-421.831842,-421.832786,-421.840041,-421.871559,-0.2266,-0.0287,0.1979,0.136986
26791,C1CC2=C(O1)N=NO2,0.0044999999999999485,48.150000000000006,112.027277368,0,4,"(42,)",0.27841460491371994,-0.47358180780547804,0,2,0,4.9059,-414.605943,-414.606887,-414.612893,-414.643519,-0.2296,-0.0455,0.1841,0.085006
39949,OC12CC(C1)COC2=N,0.1349700000000001,53.31,127.063328528,2,3,"(50,)",0.21295979124911701,-0.4787654216048778,0,3,0,3.1671,-439.088564,-439.089508,-439.096818,-439.12823,-0.2582,0.024,0.2823,0.149839
6597,NC(=O)C1=NNC=C1N,-0.9092000000000005,97.79,126.05416081199999,3,3,"(48,)",0.27084944603063676,-0.3955224554330435,1,1,0,3.6026,-450.175589,-450.176534,-450.184863,-450.21775,-0.1984,-0.0118,0.1867,0.115212
68999,CC1=CC(F)=COC1=N,1.20659,36.99,127.043342032,1,2,"(48,)",0.21366961115791183,-0.4439418829275678,0,1,0,1.3182,-461.934144,-461.935088,-461.942855,-461.975172,-0.2122,-0.0507,0.1615,0.111998
27489,OC1CC2(C1)CC(O)C2,0.28220000000000006,40.46,128.083729624,2,2,"(52,)",0.05505248176229325,-0.39308751333065445,0,2,0,2.3284,-424.188322,-424.189266,-424.198282,-424.231993,-0.2531,0.0745,0.3276,0.181793
89230,CC12C3CC(O)C1OC23,0.15449999999999992,29.46,126.06807956,1,2,"(50,)",0.09196337851186977,-0.39038778221439174,0,3,5,2.5401,-422.984596,-422.98554,-422.993453,-423.02554,-0.229,0.0573,0.2863,0.15978
92560,CN=C1OCC2OC12,-0.18769999999999998,34.12,113.047678464,0,3,"(44,)",0.2155861095799236,-0.4761595461721313,0,2,2,2.8281,-399.777978,-399.778922,-399.786037,-399.817729,-0.2502,0.0064,0.2566,0.119141
26556,CC1C2C(C#N)N2C1=O,-0.26092000000000004,43.87,122.048012812,0,2,"(46,)",0.22863115936708445,-0.31730203097501414,0,2,4,4.9035,-416.785887,-416.786831,-416.794901,-416.827645,-0.2677,-0.0402,0.2275,0.111998
18337,CC1OCC1N1CC1,0.08929999999999993,12.24,113.084063972,0,2,"(46,)",0.07249567706709685,-0.37505709630323864,1,2,2,2.5617,-365.000408,-365.001352,-365.009498,-365.042748,-0.239,0.0793,0.3183,0.165091
44993,OCCN=C1CCCO1,0.1876,41.82000000000001,129.078978592,1,3,"(52,)",0.18286453552174134,-0.48096151164883666,2,1,0,4.9399,-440.293641,-440.294585,-440.303641,-440.338832,-0.2392,0.0204,0.2596,0.171979
40932,COC(C)C1(C)CN1C,0.7254,12.24,129.1153641,0,2,"(54,)",0.07360734075877888,-0.3797785736550477,2,1,3,1.8439,-405.498148,-405.499092,-405.510244,-405.546272,-0.2204,0.0769,0.2973,0.214063
69717,CC1C2CCC(=O)CN12,0.42200000000000004,20.08,125.084063972,0,2,"(50,)",0.14642377362485418,-0.2982603684327593,0,2,3,2.4813,-403.139517,-403.140461,-403.148884,-403.182451,-0.2145,-0.0156,0.1989,0.171762
69116,C(C1CC2OC12)N1CC1,0.08929999999999993,15.54,125.084063972,0,2,"(50,)",0.0882796390165136,-0.3692217765932543,2,3,3,1.9951,-403.060007,-403.060951,-403.06918,-403.102773,-0.2323,0.0903,0.3226,0.170945
35949,CC1NC11CCC1C=O,0.3257999999999999,39.010000000000005,125.084063972,1,2,"(50,)",0.12447655177363315,-0.3047623492885469,1,2,3,2.0554,-403.115345,-403.116289,-403.125568,-403.160503,-0.2417,-0.0284,0.2134,0.169576
75983,CNC1CN2CC12C#N,-0.8340199999999998,38.83,123.07964728799999,1,3,"(48,)",0.1383859349626762,-0.31312274838340987,1,2,3,5.3235,-398.070549,-398.071493,-398.080173,-398.113837,-0.2349,-0.0022,0.2327,0.148262
2146,OC1CCC2=C1N=NO2,0.04919999999999991,59.150000000000006,126.042927432,1,4,"(48,)",0.1626987252278413,-0.38657647842648957,0,2,1,2.7209,-453.94286,-453.943804,-453.952054,-453.985395,-0.2432,-0.0675,0.1757,0.112264
79785,CC#CC(=O)NCC#C,-0.2408999999999999,29.1,121.052763844,1,1,"(46,)",0.2961262307003272,-0.3343526387476904,1,0,0,3.8621,-400.705162,-400.706106,-400.716622,-400.75538,-0.2524,-0.0204,0.232,0.120984
119099,OCCN1CCC1C#N,-0.42342000000000035,47.26,126.07931294,1,3,"(50,)",0.09904508276322344,-0.3950437735375157,2,1,1,4.1416,-419.17645,-419.177394,-419.186772,-419.221666,-0.235,0.0171,0.2521,0.159067
15351,CCC1(C)CC1(O)CC,1.9475,20.23,128.120115132,1,1,"(54,)",0.07052309152919782,-0.3893104426939752,2,1,2,1.246,-389.477467,-389.478411,-389.489725,-389.525666,-0.2484,0.0711,0.3195,0.225959
69812,N=C1NC=NC1CC#C,-0.012930000000000108,48.24,121.06399722399999,2,2,"(46,)",0.12467524124199114,-0.33357793931201973,1,1,1,3.9853,-396.907168,-396.908113,-396.916558,-396.950124,-0.2371,-0.0114,0.2257,0.124543
1548,OCC1OC(=O)NC1=N,-0.93563,82.41,130.037842052,3,4,"(50,)",0.41295825246850626,-0.43533051990068405,1,1,1,2.4883,-491.130519,-491.131463,-491.139558,-491.172849,-0.2761,-0.0128,0.2633,0.113713
57612,N=C1CC2CC(CO1)O2,0.5414699999999999,42.31,127.063328528,1,3,"(50,)",0.1825754612161843,-0.4783231926761928,0,3,2,2.9963,-439.069838,-439.070783,-439.078045,-439.109884,-0.2505,0.0135,0.2641,0.149974
5774,C#CC12CCC1COC2,1.0462,9.23,122.07316494,0,1,"(48,)",0.06352552679314759,-0.3795143209799904,0,2,2,1.0579,-385.843398,-385.844342,-385.852379,-385.885052,-0.2496,0.0436,0.2933,0.160091
51908,CCN1CC2CC12C=O,0.27949999999999986,20.310000000000002,125.084063972,0,2,"(50,)",0.14009844742903865,-0.3012875479408774,2,2,2,3.0345,-403.106647,-403.107591,-403.116614,-403.150464,-0.2233,-0.0276,0.1957,0.169636
55503,NC(=O)N1CC2(CO2)C1,-0.8502999999999998,58.86000000000001,128.058577496,1,2,"(50,)",0.3144859003255109,-0.3657168348281572,0,2,0,3.9994,-455.129626,-455.13057,-455.139031,-455.17256,-0.243,0.0469,0.29,0.135964
64847,CN1N=C2CCNC2=N1,-0.21690000000000004,42.74,124.07489625599999,1,4,"(48,)",0.17138125615849623,-0.3666241165852575,0,2,0,1.5038,-414.178872,-414.179816,-414.187459,-414.219914,-0.1979,0.0056,0.2035,0.139648
23054,CC(O)C1NC1C(N)=O,-1.8071000000000002,85.25999999999999,130.07422756,3,3,"(52,)",0.2357923077439105,-0.39171511826170324,2,1,3,4.9889,-456.337351,-456.338295,-456.347879,-456.382597,-0.2299,0.028,0.2579,0.158896
49579,C1N2CCC3OCCC123,0.23340000000000005,12.24,125.084063972,0,2,"(50,)",0.07838384029556059,-0.37611175580310285,0,3,3,1.2056,-403.131138,-403.132082,-403.139398,-403.171211,-0.2345,0.0838,0.3182,0.174161
96704,CC1(C)CCC(C)(C)C1,3.2227000000000023,0.0,126.14085057599999,0,0,"(54,)",-0.03489475611711026,-0.05988899533586596,0,1,0,0.0324,-353.57993,-353.580874,-353.591218,-353.625872,-0.2938,0.07,0.3638,0.25172
44361,CC1C2C(C)C1C2(C)C,2.5444000000000004,0.0,124.12520051199999,0,0,"(52,)",-0.028700667384457625,-0.06191803865856605,0,3,0,0.0503,-352.284876,-352.28582,-352.296163,-352.331,-0.2739,0.0914,0.3653,0.227774
36777,CC1C2CC=CC1C=C2,2.3846000000000007,0.0,120.093900384,0,0,"(48,)",-0.002199836678917272,-0.08734017166314052,0,2,3,0.1587,-349.965463,-349.966407,-349.973802,-350.004896,-0.2225,0.0111,0.2336,0.18564
36689,CN1C=NC(=C1)C1CC1,1.2974999999999999,17.82,122.08439831999999,0,2,"(48,)",0.09463920064164649,-0.34026223992598653,1,2,0,3.4888,-382.086953,-382.087898,-382.096531,-382.131757,-0.2039,0.0315,0.2354,0.160784
45039,OCCC1=CN=C(O)O1,-0.08500000000000008,66.49000000000001,129.042593084,2,4,"(50,)",0.3906426920931144,-0.4656818562483186,2,1,0,1.2632,-475.044857,-475.045801,-475.054401,-475.08859,-0.2188,0.0229,0.2418,0.124531
24120,CC(=O)C(NC=O)C#C,-0.6768000000000001,46.17,125.047678464,1,2,"(48,)",0.20793106509100087,-0.33864013019612316,3,0,1,2.5906,-437.880516,-437.88146,-437.891458,-437.927856,-0.2577,-0.0381,0.2196,0.120501
93371,CC1CC2CC1C2C#C,1.9117,0.0,120.093900384,0,0,"(48,)",0.025907638491060727,-0.11979088862827289,0,3,4,0.8651,-349.908277,-349.909222,-349.917471,-349.949801,-0.2475,0.0546,0.3021,0.183612
57708,CCC1(CC#C)CCC1,2.5900000000000007,0.0,122.109550448,0,0,"(50,)",0.014254850076607269,-0.12008800225594142,2,1,0,0.5819,-351.10865,-351.109594,-351.119661,-351.154594,-0.2585,0.0522,0.3107,0.204145
37109,NC(=O)C1C2OC=NC12,-1.1028000000000002,64.68,126.042927432,1,3,"(48,)",0.226205346411763,-0.4771236075129241,1,2,3,3.8001,-453.955742,-453.956686,-453.964129,-453.996416,-0.2426,0.0139,0.2565,0.114161
40780,OC1CCC11CC2NC12,-0.12840000000000001,42.17,125.084063972,2,2,"(50,)",0.06123236791750213,-0.3924865350654471,0,3,4,3.0183,-403.078419,-403.079363,-403.087199,-403.119325,-0.2282,0.0766,0.3047,0.172299
94800,O=CC1C2OC3CC3C12,0.21860000000000002,26.3,124.052429496,0,2,"(48,)",0.12556695321731928,-0.37359688005250286,1,3,5,3.2067,-421.778813,-421.779757,-421.787052,-421.819021,-0.2382,-0.0275,0.2107,0.136432
96563,CC1C=CC2=CN=NN12,0.8659,30.71,121.06399722399999,0,3,"(46,)",0.08173607542002605,-0.23870544188254383,0,2,1,4.967,-396.933142,-396.934086,-396.941011,-396.972344,-0.2319,-0.0386,0.1933,0.12722
80615,CCC(OC)C(C)(C)C,2.4575000000000005,9.23,130.135765196,0,1,"(56,)",0.06165032963347428,-0.3809256880362563,2,0,1,0.9242,-390.682999,-390.683943,-390.696042,-390.732769,-0.2424,0.0775,0.3199,0.248378
90680,[NH3+]C(CO)(C#C)C([O-])=O,-3.657499999999999,88.0,129.042593084,2,3,"(50,)",0.21881541251392442,-0.5428283839847082,2,0,1,3.6388,-475.0014,-475.002344,-475.011739,-475.045973,-0.2576,-0.0072,0.2505,0.122647
124141,N=C1COC(O1)C=O,-0.4645300000000001,59.38,115.02694302,1,4,"(44,)",0.2584438456429705,-0.44250214747787175,1,1,1,1.0086,-435.737093,-435.738037,-435.74531,-435.778022,-0.2614,-0.0524,0.209,0.094657
119302,CCCC1(CCC1)C=O,2.1557000000000004,17.07,126.104465068,0,1,"(52,)",0.12563787693119818,-0.30277418016707974,3,1,0,2.6302,-388.287022,-388.287966,-388.298243,-388.334646,-0.245,-0.0193,0.2256,0.204078
69528,OC(C#C)C1=COC=N1,0.34120000000000006,46.260000000000005,123.0320284,1,3,"(46,)",0.18033239554137703,-0.45134697423572606,1,1,1,1.4997,-436.656332,-436.657276,-436.665412,-436.698857,-0.2496,-0.0017,0.2479,0.100269
85599,CC(=O)C1=CN=C(C)O1,1.18562,43.1,125.047678464,0,3,"(48,)",0.19613261588896044,-0.43793648800429186,1,1,0,3.5661,-437.944945,-437.945889,-437.954692,-437.988984,-0.2507,-0.0568,0.1939,0.123068
20798,NC(=O)C12C3C4C3N1C24,-1.4634999999999998,46.1,122.048012812,1,2,"(46,)",0.2394840848348915,-0.3679961235664208,1,5,6,2.5572,-416.706111,-416.707056,-416.714181,-416.745978,-0.2274,0.0061,0.2335,0.112983
80705,N=C1NC(=N)N=CN=C1,-1.23636,89.27,123.05449515999999,3,4,"(46,)",0.22181943239735388,-0.3083962816583317,0,1,0,2.4499,-429.04943,-429.050375,-429.05768,-429.089976,-0.2516,-0.1021,0.1495,0.103884
46811,CC(C=O)C1=CC=CN1,1.3171,32.86,123.068413908,1,1,"(48,)",0.12816066657564806,-0.36441681053922653,2,1,1,1.8446,-401.990436,-401.99138,-401.999925,-402.034208,-0.1976,-0.0353,0.1623,0.148021
8971,CC(C)CCC1(C)CC1,3.2227000000000023,0.0,126.14085057599999,0,0,"(54,)",-0.03253318550149457,-0.06277326180608352,3,1,0,0.0771,-353.549634,-353.550578,-353.561849,-353.598612,-0.2604,0.0827,0.3432,0.250269
39087,CCC1OCCCO1,1.1594,18.46,116.083729624,0,2,"(48,)",0.1568075867189493,-0.3525972817733239,1,1,0,1.5795,-386.147088,-386.148033,-386.156023,-386.188352,-0.2565,0.0938,0.3503,0.178231
92494,CCC12CCC1C2OC,1.8214000000000001,9.23,126.104465068,0,1,"(52,)",0.0664928949696156,-0.38055634158310797,2,2,3,0.9973,-388.246571,-388.247515,-388.257355,-388.292193,-0.2346,0.0891,0.3237,0.20487
133294,O=C1COC(OC1)C#C,-0.4383999999999999,35.53,126.031694052,0,3,"(48,)",0.22251813472466447,-0.3340316967650017,0,1,0,1.9868,-457.71564,-457.716584,-457.724763,-457.757954,-0.2451,-0.038,0.2071,0.110562
116238,C1C=CC2=NOC=C12,1.2439,26.03,107.03711378,0,2,"(40,)",0.12744987780896572,-0.36385315260351914,0,2,0,3.8107,-361.455403,-361.456347,-361.461789,-361.491162,-0.2463,-0.0308,0.2155,0.098357
53563,N#CCCCCCC#N,1.98406,47.58,122.08439831999999,0,2,"(48,)",0.06212451431494443,-0.19834739167072024,4,0,0,3.8484,-382.101938,-382.102882,-382.113016,-382.149614,-0.3221,0.0233,0.3454,0.15887
113401,COC1C2OC(CO)C12,-0.6091,38.69,130.06299418,1,3,"(52,)",0.09255922167685779,-0.3936628184618768,2,2,4,2.8555,-460.08185,-460.082794,-460.091865,-460.126215,-0.2364,0.0595,0.2959,0.157943
76177,CC1CC1C1CC(C)O1,1.8197999999999999,9.23,126.104465068,0,1,"(52,)",0.0633683239824806,-0.37477770098182467,1,2,4,1.571,-388.26107,-388.262014,-388.271612,-388.30647,-0.244,0.0853,0.3294,0.205114
72903,CN=C1ON=NC=C1N,-0.8177000000000003,77.3,126.05416081199999,1,5,"(48,)",0.27019788565394876,-0.392953310266904,0,1,0,4.356,-450.083936,-450.08488,-450.093791,-450.127822,-0.2306,-0.0652,0.1655,0.110886
14913,C1CC2=CN=NN2C=C1,0.695,30.71,121.06399722399999,0,3,"(46,)",0.0729195751966693,-0.22519915938357019,0,2,0,4.9939,-396.942179,-396.943124,-396.949649,-396.980562,-0.2422,-0.0316,0.2106,0.128468
