,smiles,mole_logp,tpsa,mol_wt,hbd,hba,valencee,max_partialcharge,min_partialcharge,rotatablebd,ringct,stereocent,dipole_moment,enthalpy,internal_energy,internal_energy_zero,free_energy,homo,lumo,gap,zero_point_vib_energy
106642,CC(=O)C1=CC(C)=NN1,0.92072,45.75,124.063662876,1,2,"(48,)",0.17702645567808512,-0.2927982739223681,1,1,0,2.0408,-418.052348,-418.053292,-418.062312,-418.096738,-0.2537,-0.0521,0.2016,0.135706
51482,N=C1C=NNC(=C1)C#C,-0.1295300000000001,52.53,119.04834715999999,2,2,"(44,)",0.10774490474446141,-0.2991132254175586,0,1,0,3.6316,-395.693888,-395.694832,-395.702435,-395.73456,-0.2123,-0.0496,0.1627,0.102374
97869,CCC#CC#C,1.033,0.0,78.046950192,0,0,"(30,)",0.007044258637228892,-0.10584518379511787,0,0,0,1.2338,-232.042475,-232.043419,-232.050342,-232.080639,-0.2405,-0.0092,0.2313,0.094569
123815,CC(=O)C1C(O)C1C#N,-0.29412,61.089999999999996,125.047678464,1,3,"(48,)",0.1364625347460781,-0.39092904355456676,1,1,3,6.0418,-437.894078,-437.895022,-437.903953,-437.938027,-0.2652,-0.0479,0.2173,0.122372
101433,COC12CC3(C)C1CC23,1.4313,9.23,124.088815004,0,1,"(50,)",0.07506244468693918,-0.37759391189141883,1,5,2,1.1734,-387.006,-387.006944,-387.015608,-387.048612,-0.243,0.0981,0.3411,0.181544
87041,C1C2C3C4C=CCC13C24,1.8284,0.0,118.07825032,0,0,"(46,)",-0.01602212743830233,-0.08766398822897166,0,6,2,0.2252,-348.68395,-348.684894,-348.691023,-348.720988,-0.2317,0.02,0.2517,0.16255
131894,NC1=NNC(=N1)N1CC1,-0.7931000000000004,70.60000000000001,125.07014522399999,2,4,"(48,)",0.24056249794566503,-0.36645698787082476,1,2,0,1.6609,-430.236712,-430.237657,-430.245532,-430.279498,-0.208,0.0239,0.232,0.127301
21731,CC1(CCO)NCC1=O,-0.7002000000000002,49.33,129.078978592,2,3,"(52,)",0.1658923308528883,-0.3962888617517816,2,1,1,3.6331,-440.26536,-440.266304,-440.276204,-440.311348,-0.227,-0.0163,0.2107,0.16909
34145,OC1C2C=CC3OC2C13,-0.06950000000000012,29.46,124.052429496,1,2,"(48,)",0.08380278502534884,-0.3919028567757185,0,4,5,0.4281,-421.7721,-421.773044,-421.779391,-421.809692,-0.241,-0.01,0.231,0.138381
130296,NC(=O)C1=CN=CN=C1,-0.4245000000000003,68.87,123.04326178,1,3,"(46,)",0.25133602836425784,-0.3655015475320463,1,1,0,3.4121,-432.941541,-432.942485,-432.949853,-432.982172,-0.2611,-0.0606,0.2006,0.103906
104183,CCCC#CCN1CC1,1.1055000000000001,3.01,123.10479941599999,0,1,"(50,)",0.0601954928952957,-0.28978598686115614,2,1,0,1.7544,-367.146459,-367.147403,-367.157924,-367.196087,-0.2323,0.0469,0.2792,0.192872
56804,NC1C2OC1(C#N)C2O,-1.6506200000000002,79.27,126.042927432,2,4,"(48,)",0.1999234594958234,-0.3860931022285937,0,3,4,2.6556,-453.862802,-453.863746,-453.871809,-453.904243,-0.2492,-0.0121,0.2371,0.112312
55678,OCCC(=O)CCC#C,0.35129999999999995,37.3,126.06807956,1,2,"(50,)",0.13564386841896497,-0.39591851351320523,4,0,0,1.2597,-422.996806,-422.99775,-423.00862,-423.046559,-0.2487,-0.0177,0.2309,0.155062
62125,CC1(CC(O)C=C1)C#N,0.83708,44.019999999999996,123.068413908,1,2,"(48,)",0.07535905247637957,-0.3889770694036157,0,1,2,4.166,-401.963722,-401.964666,-401.973498,-402.007102,-0.2697,-0.015,0.2547,0.147439
37436,OC12C3C1C1=CC2=CC31,0.47329999999999994,20.23,118.041864812,1,1,"(44,)",0.10063187764135993,-0.38418189160558663,0,5,4,1.9951,-383.271645,-383.272589,-383.278788,-383.308872,-0.202,-0.0477,0.1543,0.112028
15583,CCOC1=CN=C(O)O1,0.7788999999999997,55.49,129.042593084,1,4,"(50,)",0.3935415964901781,-0.4656111816255081,2,1,0,1.6148,-475.040821,-475.041765,-475.050319,-475.084668,-0.2099,0.0309,0.2408,0.123852
31790,CC(CO)C1(CC1)C#N,0.91858,44.019999999999996,125.084063972,1,2,"(50,)",0.06929947625696875,-0.3960394466533253,2,1,1,3.133,-403.137728,-403.138672,-403.148457,-403.18309,-0.2698,0.0335,0.3033,0.170041
10199,CCC(OC(C)=N)C#N,1.30235,56.87,126.07931294,1,3,"(50,)",0.18511743998974173,-0.463266259709463,2,0,1,4.5044,-419.226355,-419.227299,-419.237661,-419.274007,-0.28,0.0133,0.2933,0.157117
59227,CNC(=NC)C(O)C#N,-0.8814200000000003,68.41,127.07456190799999,2,3,"(50,)",0.19752339436226427,-0.37381119459228296,1,0,1,1.7581,-435.252163,-435.253107,-435.26388,-435.30092,-0.2347,-0.0187,0.216,0.145457
130345,OC12C3C1C1=CC2CC31,0.5531999999999999,20.23,120.057514876,1,1,"(46,)",0.08193250537056619,-0.38829794878129364,0,5,5,2.7397,-384.551411,-384.552355,-384.55892,-384.589195,-0.193,-0.0105,0.1825,0.136563
9020,CC#CC(C)(C)CO,1.0282,20.23,112.088815004,1,1,"(46,)",0.05912360066164947,-0.3948190452771436,1,0,0,1.4674,-348.973632,-348.974576,-348.985338,-349.022382,-0.242,0.0582,0.3002,0.17333
125250,OCC12CC1C1(CC1)O2,0.3002,29.46,126.06807956,1,2,"(50,)",0.09805669098440388,-0.3933608933365394,1,3,2,2.0379,-422.950485,-422.951429,-422.95994,-422.993257,-0.2303,0.0618,0.2921,0.158001
18515,NC(=O)C1(N)C(O)C1O,-3.0954,109.57000000000001,132.053492116,4,4,"(52,)",0.24262841931992674,-0.3877276344297443,1,1,2,4.7138,-492.279396,-492.28034,-492.28941,-492.322563,-0.2197,0.012,0.2317,0.135536
132530,CNC(=O)CCC(C)=O,0.10159999999999991,46.17,129.078978592,1,2,"(52,)",0.21968075116223484,-0.35916766438538716,3,0,0,2.6431,-440.335326,-440.33627,-440.34743,-440.386116,-0.2439,-0.0083,0.2356,0.167658
107196,CC1CCC1(C)NC=O,0.9209999999999998,29.1,127.099714036,1,1,"(52,)",0.207050771179327,-0.35325497261392846,2,1,2,3.671,-404.364565,-404.365509,-404.375455,-404.41011,-0.2437,0.0327,0.2763,0.193072
54128,NC1=CN=C(O)OC1=O,-0.6774,89.35,128.022191988,2,5,"(48,)",0.39347623651204,-0.4656120004577669,0,1,0,1.1914,-489.941996,-489.94294,-489.950435,-489.982273,-0.2102,-0.0466,0.1637,0.09028
99412,OCC1=NC(=CN1)C#N,-0.22632000000000002,72.7,123.04326178,2,3,"(46,)",0.15812982423418132,-0.3884404889751153,1,1,0,7.747,-432.908618,-432.909562,-432.917717,-432.951358,-0.2412,-0.0124,0.2288,0.10256
114179,COC1=NC=C(F)N=C1,0.6242999999999999,35.010000000000005,128.038591,0,3,"(48,)",0.2316958731580737,-0.4798933802526134,1,1,0,2.5038,-478.009488,-478.010433,-478.017874,-478.050188,-0.24,-0.0543,0.1857,0.101282
56265,CCCC1CCOC1=N,1.8002699999999998,33.08,127.099714036,1,2,"(52,)",0.1831486446017835,-0.48089887117990676,2,1,1,2.8649,-404.372107,-404.373051,-404.382488,-404.417408,-0.2547,0.0295,0.2842,0.195334
34553,C1C2C1C13CC2C1CO3,1.0412,9.23,122.07316494,0,1,"(48,)",0.07686864061469738,-0.37388468795363466,0,4,5,1.6982,-385.780272,-385.781216,-385.787385,-385.817391,-0.2377,0.074,0.3117,0.16237
30585,CC(=O)C1C2C(O)CN12,-0.9973000000000003,40.309999999999995,127.063328528,1,3,"(50,)",0.14812233785291895,-0.39007561817202835,1,2,4,2.9382,-439.043447,-439.044391,-439.052757,-439.085966,-0.2477,-0.0464,0.2013,0.147108
118639,OCC1(O)CC(=O)C=C1,-0.7612000000000001,57.53,128.047344116,2,3,"(50,)",0.15827383398914419,-0.39302223203489595,1,1,1,4.5997,-458.979683,-458.980627,-458.98926,-459.022716,-0.2392,-0.0466,0.1926,0.134978
1516,CCC#CC(O)C=O,-0.04040000000000005,37.3,112.052429496,1,2,"(44,)",0.1696084535858696,-0.37335328353094477,1,0,1,2.808,-383.709218,-383.710162,-383.719529,-383.756085,-0.2543,-0.0414,0.2129,0.127402
26786,CC(O)C1=C(C)NN=N1,0.1664199999999999,61.8,127.07456190799999,2,3,"(50,)",0.11351511686014107,-0.38695227432758267,1,1,1,4.7692,-435.265701,-435.266646,-435.275914,-435.310928,-0.2488,-0.005,0.2439,0.14755
39944,CCN=COCC#C,0.6844,21.59,111.068413908,0,2,"(44,)",0.17037656894200487,-0.4708615621861215,3,0,0,2.7315,-363.804986,-363.80593,-363.815224,-363.850255,-0.2471,0.0201,0.2672,0.139172
6593,CC(CC=O)N1CC1,0.2795000000000001,20.08,113.084063972,0,2,"(46,)",0.12104027132354128,-0.3033380986008441,3,1,1,3.8089,-365.027161,-365.028105,-365.037095,-365.071624,-0.2289,-0.0134,0.2155,0.163321
68994,CC1CC(C)=C(C1)C=O,1.9317,17.07,124.088815004,0,1,"(50,)",0.14547602075989383,-0.29825819629650085,1,1,1,3.7954,-387.12666,-387.127604,-387.137113,-387.17141,-0.2405,-0.0482,0.1923,0.181568
27481,CC12C3NC1C(=N)OC23,-0.27723000000000003,45.11,124.063662876,2,3,"(48,)",0.1987281634135988,-0.4742524741224878,0,3,4,2.9125,-417.968311,-417.969256,-417.976408,-418.007809,-0.2264,0.0138,0.2402,0.138177
89230,C1OC11CCC11CCO1,0.7083,21.759999999999998,126.06807956,0,2,"(50,)",0.1205527372285855,-0.37168534356803096,0,3,2,2.9367,-422.962314,-422.963258,-422.971427,-423.004739,-0.2373,0.0548,0.2921,0.158607
92556,OCC12C3C1C1C3CC21,0.4905999999999999,20.23,122.07316494,1,1,"(48,)",0.049544543175555025,-0.3957645923132705,1,4,6,1.3744,-385.799454,-385.800398,-385.80774,-385.839565,-0.2307,0.0701,0.3008,0.160322
26552,COC1C2CC3OC3C12,0.41849999999999987,21.759999999999998,126.06807956,0,2,"(50,)",0.0898100601898662,-0.38074894679294635,1,3,5,2.5209,-422.96788,-422.968824,-422.976783,-423.009494,-0.2401,0.0755,0.3155,0.159483
18334,CC1C2N1CC2(C)CO,0.07129999999999997,23.240000000000002,127.099714036,1,2,"(52,)",0.0512198367372904,-0.39569435111534085,1,2,4,1.6202,-404.28412,-404.285064,-404.294599,-404.328534,-0.2225,0.0635,0.286,0.193489
44989,O=CCC12CC1C1CC21,1.2314,17.07,122.07316494,0,1,"(48,)",0.12006609202242158,-0.3033796251504781,2,3,4,2.8933,-385.815715,-385.816659,-385.824935,-385.858725,-0.2136,-0.018,0.1956,0.158007
40926,C1NC2C1N1N=CC=C21,0.08209999999999956,29.85,121.06399722399999,1,3,"(46,)",0.0856764196419477,-0.30461224258538305,0,3,2,1.7068,-396.871514,-396.872458,-396.878796,-396.909677,-0.2324,0.0133,0.2457,0.1288
69711,CC1(CC#N)CC=CC1,2.25638,23.79,121.08914935199999,0,1,"(48,)",0.0627217014692076,-0.19832491578220982,1,1,0,3.9711,-366.039862,-366.040806,-366.049601,-366.083023,-0.2509,0.0138,0.2647,0.171278
69111,CC1NC(=O)C(C)C1C,0.7769000000000001,29.1,127.099714036,1,1,"(52,)",0.22289366708219893,-0.35311814053667095,0,1,3,3.7792,-404.402002,-404.402946,-404.412438,-404.446176,-0.2339,0.0372,0.2711,0.194719
35940,CC12OC1C=CC2C#N,0.85348,36.32,121.052763844,0,2,"(46,)",0.11522285303623331,-0.3601478791159044,0,2,3,5.071,-400.743628,-400.744572,-400.752455,-400.78484,-0.2695,-0.0241,0.2455,0.124046
75974,O=CC(=O)CC#CC#C,-0.21889999999999998,34.14,120.021129368,0,2,"(44,)",0.2065534442303328,-0.29457068706306705,2,0,0,0.5506,-419.374591,-419.375535,-419.384908,-419.420549,-0.249,-0.1077,0.1413,0.084615
2145,CC1CN1C1(C)COC1,0.47940000000000005,12.24,127.099714036,0,2,"(52,)",0.06709069457794205,-0.37743696131552507,1,2,2,2.0276,-404.284119,-404.285063,-404.294444,-404.32831,-0.225,0.0729,0.2979,0.192929
79775,C1C2CN1C1=C2OC=N1,0.5918,29.270000000000003,122.048012812,0,3,"(46,)",0.1825660642161185,-0.4457447516284718,0,4,0,3.1142,-416.729773,-416.730718,-416.736714,-416.767819,-0.2159,-0.0023,0.2136,0.116158
119095,CC1CC11NC(C)C1=O,0.3257999999999999,29.1,125.084063972,1,2,"(50,)",0.16922141637190832,-0.2958370659820651,0,2,3,2.4612,-403.128951,-403.129895,-403.139384,-403.17388,-0.2287,-0.0204,0.2083,0.169312
15346,CCC#CCC1CN1C,1.1038999999999999,3.01,123.10479941599999,0,1,"(50,)",0.03296592610487928,-0.29960256515130007,1,1,2,1.0438,-367.146297,-367.147241,-367.157902,-367.195369,-0.2229,0.0559,0.2788,0.192403
69806,OC1CCC2(CO2)CC1,0.6902999999999999,32.76,128.083729624,1,2,"(52,)",0.09180675656349321,-0.39312748001879005,0,2,0,2.6116,-424.219003,-424.219947,-424.228369,-424.261094,-0.2587,0.0714,0.33,0.183628
1547,[NH3+]C(CCO)CC([O-])=O,-2.880699999999999,88.0,133.073893212,2,3,"(54,)",0.09180843889855037,-0.5499213955544717,4,0,1,6.8421,-477.441604,-477.442548,-477.452706,-477.488727,-0.2463,0.0303,0.2766,0.170357
57607,C1CC2=NON=C2C1,0.5583,38.92,110.048012812,0,3,"(42,)",0.10787524757246822,-0.2440429788474016,0,2,0,4.538,-378.686506,-378.68745,-378.693321,-378.723329,-0.2877,-0.0418,0.2459,0.109816
5769,CN1C2C=CC1C2(C)O,-0.010200000000000153,23.47,125.084063972,1,2,"(50,)",0.09991174050738964,-0.3862214139182687,0,3,2,2.0102,-403.063972,-403.064917,-403.073897,-403.10717,-0.1963,0.0195,0.2158,0.168776
51904,C#CCC1NC1C#N,-0.12631999999999993,45.730000000000004,106.053098192,1,2,"(40,)",0.11204664834125147,-0.294194494054278,1,1,2,4.4827,-341.523394,-341.524338,-341.53227,-341.565165,-0.2697,0.0082,0.2779,0.106349
55498,N=C1OCC2C1NC2=O,-0.8915300000000002,62.18,126.042927432,2,3,"(48,)",0.22937406015709108,-0.4786833107120074,0,2,2,2.1387,-453.971421,-453.972365,-453.979529,-454.011593,-0.2608,0.0005,0.2613,0.115062
64843,OC12CC(C3CC13)C2=O,-0.04380000000000006,37.3,124.052429496,1,2,"(48,)",0.16763060621472992,-0.38173991655223677,0,4,4,1.9804,-421.791544,-421.792488,-421.799756,-421.83117,-0.2321,-0.0037,0.2283,0.136847
23052,CC1(C#N)C2CC2C1O,0.52688,44.019999999999996,123.068413908,1,2,"(48,)",0.08383484573058292,-0.391163788848083,0,2,4,2.9718,-401.924058,-401.925003,-401.933723,-401.966708,-0.2703,0.0345,0.3049,0.147091
49572,OCC#CCCC1CO1,0.16110000000000002,32.76,126.06807956,1,2,"(50,)",0.10373015683095274,-0.3836557912237226,2,1,1,1.31,-422.95531,-422.956254,-422.966547,-423.004577,-0.2501,0.0343,0.2845,0.15714
96698,OC1=NC=C(C=O)N=C1,-0.005300000000000082,63.080000000000005,124.027277368,1,4,"(46,)",0.2293138886946828,-0.49217769143389256,1,1,0,3.0125,-452.805826,-452.80677,-452.813806,-452.845572,-0.2563,-0.0747,0.1816,0.09077
44358,O=C1OC2CCC1CC2,1.1019999999999999,26.3,126.06807956,0,2,"(50,)",0.30870613081205045,-0.46215937216081415,0,3,0,4.5625,-423.087395,-423.088339,-423.095421,-423.126935,-0.2526,0.0227,0.2753,0.163616
36767,CN1CCOC(C1)C=O,-0.4841000000000002,29.54,129.078978592,0,3,"(52,)",0.14958107971451262,-0.3680709222292509,1,1,1,2.7349,-440.273697,-440.274641,-440.283485,-440.317258,-0.2238,-0.029,0.1948,0.170637
36679,CC(C#C)C(=O)OC=N,0.40597,50.150000000000006,125.047678464,1,3,"(48,)",0.3265723422719319,-0.41414943873777915,2,0,1,0.8597,-437.871851,-437.872795,-437.882616,-437.918571,-0.2688,-0.0309,0.238,0.120951
45035,C1CC2(C1)CCCO2,1.7195,9.23,112.088815004,0,1,"(46,)",0.06830294717066043,-0.37499949465354127,0,2,0,1.4086,-348.999979,-349.000923,-349.008299,-349.040127,-0.2337,0.0813,0.315,0.17896
24116,CC(CCC=O)C#C,1.2348000000000001,17.07,110.07316494,0,1,"(44,)",0.11953519941400195,-0.30340210052728833,3,0,1,2.3246,-347.77412,-347.775065,-347.784626,-347.819775,-0.2519,-0.0249,0.227,0.150318
93366,CC1CN2CC(O)C12,-0.31880000000000014,23.47,113.084063972,1,2,"(46,)",0.08247590982793362,-0.39014434701058903,0,2,3,1.5183,-364.999669,-365.000614,-365.008424,-365.040981,-0.2098,0.0531,0.2628,0.166134
57703,NC(CO)(CO)CC#N,-1.4178199999999999,90.27000000000001,130.07422756,3,4,"(52,)",0.07537970014319874,-0.3943324701546631,3,0,0,6.8398,-456.327122,-456.328066,-456.338439,-456.373893,-0.2499,0.0309,0.2808,0.15809
37099,CN1CC=CCNC1=O,0.19760000000000005,32.34,126.07931294,1,1,"(50,)",0.3171650765296643,-0.334518822002717,0,1,0,3.7898,-419.227369,-419.228313,-419.237311,-419.271898,-0.2224,-0.0023,0.2201,0.160962
40774,CC1(C)CN1C(=N)C#N,0.58145,50.65,123.07964728799999,1,2,"(48,)",0.2012733721610428,-0.33904144387352564,0,1,1,3.2431,-398.11549,-398.116434,-398.125903,-398.160216,-0.2587,-0.0523,0.2064,0.146122
94795,O=CC1(CC#N)CCC1,1.26928,40.86,123.068413908,0,2,"(48,)",0.1266711121451055,-0.30273501154222576,2,1,0,4.8992,-401.952672,-401.953616,-401.962767,-401.997691,-0.2635,-0.0403,0.2231,0.146318
96557,C1C2OC3C2CCOC13,0.5626,18.46,126.06807956,0,2,"(50,)",0.08947563519498354,-0.3753910039527583,0,4,4,1.8393,-422.997755,-422.998699,-423.005072,-423.035494,-0.2352,0.0807,0.316,0.163369
80604,CC1(CCCC1)C#N,2.09028,23.79,109.08914935199999,0,1,"(44,)",0.06863202016116238,-0.19773284671566807,0,1,0,3.9309,-327.95913,-327.960074,-327.968224,-328.000763,-0.3067,0.0398,0.3465,0.166976
90678,NC1=NC=CC=N1,0.05880000000000002,51.8,95.04834715999999,1,3,"(36,)",0.21940058693034156,-0.3677931311335993,0,1,0,0.6185,-319.617967,-319.618911,-319.624414,-319.653407,-0.2261,-0.0272,0.1989,0.093849
124139,OCC1=CC(=O)NC=N1,-0.7378,65.97999999999999,126.042927432,2,3,"(48,)",0.2504824572941933,-0.3900590273352966,1,1,0,2.9634,-454.002815,-454.003759,-454.011413,-454.044189,-0.2485,-0.0537,0.1948,0.114876
119298,CN1C=CC(=O)C(F)=C1,0.5244,22.0,127.043342032,0,2,"(48,)",0.21664589889573924,-0.35429461980874005,0,1,0,7.4726,-461.948762,-461.949706,-461.957632,-461.990763,-0.215,-0.0203,0.1948,0.112964
69522,CN=C1N=CNC=C1O,-0.3542000000000004,61.269999999999996,125.058911844,2,3,"(48,)",0.19235789568666253,-0.5032103695264124,0,1,0,6.4059,-434.079906,-434.08085,-434.089429,-434.124519,-0.1912,-0.006,0.1852,0.125072
85597,NC1=NCC2=CON=C12,-0.10649999999999998,64.41,123.04326178,1,4,"(46,)",0.1528071151296714,-0.3820751574115852,0,2,0,1.1903,-432.859825,-432.860769,-432.867473,-432.898383,-0.2387,-0.0367,0.2021,0.104148
20795,CC1CC1OC1CC1,1.5737999999999999,9.23,112.088815004,0,1,"(46,)",0.06084059541555291,-0.37469898064983,2,2,2,0.9311,-348.954945,-348.955889,-348.964476,-348.998147,-0.234,0.0841,0.318,0.175794
80694,CCC1C(=O)C2OC12C,0.7528,29.6,126.06807956,0,2,"(50,)",0.17012679064828487,-0.35724591111524717,1,2,3,3.1288,-423.003809,-423.004753,-423.014036,-423.048243,-0.237,-0.0267,0.2103,0.156645
46805,CC(C)(C)CC1CC1,2.832600000000001,0.0,112.12520051199999,0,0,"(48,)",-0.03799798925207459,-0.060163738781438075,1,1,0,0.0972,-314.259711,-314.260655,-314.270457,-314.30457,-0.2681,0.0774,0.3454,0.221788
8966,OCC12COC1C2C#C,-0.3731,29.46,124.052429496,1,2,"(48,)",0.08335931042996546,-0.395552533418141,1,2,3,1.3817,-421.724746,-421.72569,-421.734448,-421.768125,-0.2367,0.0394,0.2761,0.134065
39080,OCC1OC(=O)C11CC1,-0.3157000000000001,46.53,128.047344116,1,3,"(50,)",0.315850837797146,-0.4581709817355888,1,2,1,3.3093,-458.961207,-458.962151,-458.970616,-459.004086,-0.2742,0.0018,0.276,0.135494
92490,CC(=NO)C1CCCO1,1.0155,41.82000000000001,129.078978592,1,3,"(52,)",0.09864580714506249,-0.41083542706968323,1,1,1,1.1205,-440.244977,-440.245921,-440.255401,-440.290901,-0.2428,0.0118,0.2546,0.170358
133295,CC12CC3C1COC23C,1.4313,9.23,124.088815004,0,1,"(50,)",0.07431168105149057,-0.3740820241166286,0,5,4,1.3039,-387.055608,-387.056552,-387.064679,-387.096645,-0.229,0.0929,0.3219,0.182831
116228,CCC1(CC(C)=O)CO1,1.1445,29.6,128.083729624,0,2,"(52,)",0.13230580828838176,-0.36913432212839753,3,1,1,2.2946,-424.223643,-424.224587,-424.234854,-424.27101,-0.2425,-0.0147,0.2278,0.179403
53559,CCCN1CC1(C)CO,0.463,23.240000000000002,129.1153641,1,2,"(54,)",0.062481586976408446,-0.3944071697699414,3,1,2,1.7217,-405.510455,-405.511399,-405.522473,-405.558969,-0.2255,0.0729,0.2984,0.215038
113395,CCC1CC1OC=O,0.9579,26.3,114.06807956,0,2,"(46,)",0.29286297823995294,-0.46427742281569817,3,1,2,3.8699,-384.940322,-384.941266,-384.950118,-384.98455,-0.2739,0.0031,0.277,0.152019
76167,O=C1OC(C#C)C1C#C,-0.2055999999999999,26.3,120.021129368,0,2,"(44,)",0.32685581318824475,-0.44611490191442243,0,1,2,3.7523,-419.361811,-419.362755,-419.371077,-419.404436,-0.2694,-0.006,0.2634,0.086363
72897,CC1COC1(C#N)C#N,0.43865999999999994,56.809999999999995,122.048012812,0,3,"(46,)",0.2454492605489656,-0.3472963169793341,0,1,1,5.1456,-416.791024,-416.791968,-416.800764,-416.834803,-0.3083,-0.0471,0.2611,0.111345
14907,NC1=COC=C1C1CO1,0.9331,51.69,125.047678464,1,3,"(48,)",0.11354769765777281,-0.46999895356749066,1,2,1,2.4876,-437.866371,-437.867315,-437.875379,-437.908598,-0.2008,0.0207,0.2215,0.125025
67240,CC1C(O)C1CC1CC1,1.4133,20.23,126.104465068,1,1,"(52,)",0.06006302970963357,-0.39253827226095367,2,2,3,1.5455,-388.24939,-388.250334,-388.260367,-388.295674,-0.2445,0.0708,0.3153,0.204934
