,smiles,mole_logp,tpsa,mol_wt,hbd,hba,valencee,max_partialcharge,min_partialcharge,rotatablebd,ringct,stereocent,dipole_moment,enthalpy,internal_energy,internal_energy_zero,free_energy,homo,lumo,gap,zero_point_vib_energy
39971,O=C1CC2CCCOC12,0.7544,26.3,126.06807956,0,2,"(50,)",0.16174035387495317,-0.37014012537331253,0,2,2,3.1746,-423.030504,-423.031449,-423.03902,-423.071143,-0.2275,-0.0222,0.2054,0.161037
11772,CC1N2CC3C1(O)C23C,-0.1762999999999999,23.47,125.084063972,1,2,"(50,)",0.10421307433023014,-0.3858965896021143,0,3,4,1.9377,-403.067114,-403.068059,-403.07686,-403.109633,-0.2129,0.0716,0.2845,0.170008
86052,CCC1CC2CC3C2C13,2.2984,0.0,122.109550448,0,0,"(50,)",-0.0320439608692205,-0.06510745728493168,1,3,5,0.2591,-351.133863,-351.134808,-351.142833,-351.175325,-0.2481,0.088,0.3361,0.208521
41027,CC12CN3C1CC23C#N,0.3565800000000001,27.03,120.06874825599999,0,2,"(46,)",0.11868358699238916,-0.28039619092614804,0,5,4,4.6093,-380.784227,-380.785171,-380.792863,-380.824832,-0.2531,0.0016,0.2547,0.136125
118607,OCC#CC1CCCC1,1.1723,20.23,124.088815004,1,1,"(50,)",0.10374111131537585,-0.3836555945166633,0,1,0,1.3145,-387.060075,-387.06102,-387.071122,-387.110043,-0.2374,0.0367,0.2741,0.182796
26348,CC12C3C=CC1(O)CN23,-0.2562,23.240000000000002,123.068413908,1,2,"(48,)",0.11531437568917714,-0.3824242416641665,0,3,4,2.2974,-401.897881,-401.898825,-401.906537,-401.938033,-0.225,-0.0027,0.2223,0.147593
81776,NC1=COC=C1CO,0.35410000000000014,59.39,113.047678464,2,3,"(44,)",0.11353413014809403,-0.47001254109443674,1,1,0,2.7751,-399.79845,-399.799394,-399.807343,-399.84004,-0.1946,0.0353,0.2299,0.119372
37957,NC1=CC(=N)N=CO1,-0.2637300000000002,75.9,111.04326178,2,4,"(42,)",0.19548589859013046,-0.4298276840750403,0,1,0,4.9928,-394.80527,-394.806214,-394.812844,-394.84355,-0.213,-0.0226,0.1903,0.097986
101769,OCC1(CO)CC1C=O,-0.8238000000000003,57.53,130.06299418,2,3,"(52,)",0.12332648690372947,-0.39568172588868056,3,1,1,3.7347,-460.136499,-460.137443,-460.147204,-460.182143,-0.2509,-0.0243,0.2266,0.157321
122150,NC(=O)COC1CC1O,-1.3785000000000003,72.55000000000001,131.058243148,2,3,"(52,)",0.24293763735624563,-0.39031901206846675,3,1,2,5.9281,-476.206282,-476.207226,-476.216652,-476.251324,-0.2146,0.0106,0.2252,0.145866
27110,OC1CC2OC11COC21,-0.7126000000000001,38.69,128.047344116,1,3,"(50,)",0.146175334642354,-0.3898087568297934,0,4,4,1.1494,-458.810656,-458.8116,-458.818555,-458.84955,-0.2533,0.016,0.2693,0.136177
25627,CC1COC(=N)CN1C,0.3141700000000001,36.32,128.094963004,1,3,"(52,)",0.19455347560174438,-0.47854956709083457,0,1,1,3.3739,-420.403107,-420.404051,-420.413032,-420.446525,-0.2257,0.0245,0.2502,0.183601
77055,C#CC1CC2OC3C2C13,0.6529,9.23,120.057514876,0,1,"(46,)",0.06801328921227408,-0.37378558083506097,0,3,5,2.0951,-384.608812,-384.609756,-384.616835,-384.648294,-0.2267,0.0577,0.2844,0.13673
67344,CCC12CC1C1OC21C,1.5737999999999999,12.53,124.088815004,0,1,"(50,)",0.09824813099425467,-0.3654161360460506,1,3,4,2.0191,-387.015723,-387.016668,-387.025628,-387.058935,-0.2201,0.0721,0.2923,0.180755
86240,CC(C)C(O)C(C)CO,0.6316999999999999,40.46,132.115029752,2,2,"(56,)",0.06100083807129121,-0.39599669565824547,3,0,2,0.2637,-426.616203,-426.617147,-426.628988,-426.66574,-0.2564,0.0671,0.3236,0.225933
92047,OCC1OCC=CC=C1,0.4899,29.46,126.06807956,1,2,"(50,)",0.09933415876506702,-0.3933320254474746,1,1,1,2.0403,-423.011686,-423.01263,-423.020996,-423.054314,-0.2253,-0.0346,0.1907,0.160192
123380,NC(=O)C12CC(C1)C2=O,-0.5492000000000004,60.160000000000004,125.047678464,1,2,"(48,)",0.23067809236571551,-0.36880641759245286,1,3,0,1.5075,-437.878801,-437.879745,-437.887766,-437.920981,-0.2423,-0.0038,0.2385,0.124854
94485,[NH3+]CC1=C([N-]N=N1)C#C,-1.8429999999999995,67.52000000000001,122.059246192,1,2,"(46,)",0.09808530663301485,-0.35404030182308227,1,1,0,5.799,-412.941666,-412.942611,-412.950864,-412.984081,-0.233,-0.0073,0.2257,0.114041
34154,NC1=C(O)OC(=N)C=N1,-0.5581300000000002,96.13000000000001,127.0381764,3,5,"(48,)",0.32757719665076374,-0.47798364794201026,0,1,0,3.316,-470.012612,-470.013556,-470.021675,-470.054207,-0.1857,-0.0583,0.1274,0.10099
37029,COC12CCC1OC2C,0.9527,18.46,128.083729624,0,2,"(52,)",0.11966340510582833,-0.3728128449006855,1,2,3,2.105,-424.176828,-424.177772,-424.186965,-424.220912,-0.2348,0.0682,0.303,0.181039
72007,OC1(CN2CC12)C1CC1,-0.17470000000000008,23.240000000000002,125.084063972,1,2,"(50,)",0.09682180510299986,-0.3865673936501434,1,3,3,1.6286,-403.071969,-403.072913,-403.081246,-403.114042,-0.2313,0.0589,0.2902,0.170922
73371,C1CC1N=C1NC=NO1,0.06580000000000014,54.18,125.058911844,1,3,"(48,)",0.320010616876917,-0.31589187794100876,1,2,0,3.3343,-434.021796,-434.02274,-434.030538,-434.06335,-0.2085,-0.0001,0.2083,0.125155
125526,FC1=CC=CC(=O)N1,0.514,32.86,113.027691968,1,1,"(42,)",0.24957839675314758,-0.2988261120640245,0,1,0,3.1807,-422.689123,-422.690067,-422.69612,-422.726373,-0.2222,-0.0391,0.183,0.085295
41493,OC1C(O)C11CC(=O)N1,-2.0195,69.56,129.042593084,3,3,"(50,)",0.22269679404534187,-0.3877462694876325,0,2,2,4.7888,-474.99393,-474.994874,-475.003583,-475.037071,-0.232,0.0307,0.2627,0.122544
77129,COCC(=O)C(C)C,0.8579000000000001,26.3,116.083729624,0,2,"(48,)",0.16046005222677806,-0.3769164291973546,3,0,0,3.4249,-386.138019,-386.138963,-386.149151,-386.185521,-0.2402,-0.0094,0.2308,0.17342
60568,CC1(CCC1)C(N)C#N,1.02748,49.81,124.10004838399999,1,2,"(50,)",0.0981781193868269,-0.31547835698041055,1,1,1,4.5755,-383.25904,-383.259985,-383.269676,-383.304052,-0.2566,0.0243,0.2809,0.182615
107550,ON=C1CC2(NC12)C=O,-0.8702000000000003,71.6,126.042927432,2,4,"(48,)",0.14195623737593002,-0.41085539212382416,1,2,2,2.2091,-453.84937,-453.850314,-453.858444,-453.891475,-0.248,-0.0447,0.2033,0.111
49102,CC1CC11CC=CC1,2.3626000000000005,0.0,108.093900384,0,0,"(44,)",-0.01998621964079053,-0.08794428222753514,0,2,1,0.1525,-311.864768,-311.865712,-311.87353,-311.906005,-0.231,0.0329,0.2639,0.177783
103319,CCC(C)C1OC2CC12,1.8197999999999999,9.23,126.104465068,0,1,"(52,)",0.0657824633550352,-0.373915274308801,2,2,4,1.5041,-388.244553,-388.245497,-388.2551,-388.28973,-0.2321,0.0772,0.3093,0.204728
62266,CC1(C)NC=NC1C#N,0.2886799999999999,48.18,123.07964728799999,1,3,"(48,)",0.1600303279944336,-0.3682561164221337,0,1,1,5.6766,-398.150901,-398.151845,-398.160537,-398.193656,-0.2438,0.0055,0.2493,0.148101
7586,CC(=NO)C(C)(C)C#N,1.38628,56.38,126.07931294,1,3,"(50,)",0.09279772075227322,-0.4108683123879158,1,0,0,3.6714,-419.179933,-419.180877,-419.191391,-419.22666,-0.2618,-0.0099,0.2519,0.155908
44583,CN1C2COC(=O)C12,-0.7742000000000002,29.310000000000002,113.047678464,0,3,"(44,)",0.324697589826147,-0.46272265852091476,0,2,3,3.7155,-399.797692,-399.798636,-399.805369,-399.836189,-0.2495,-0.0049,0.2446,0.120091
82467,CC1(C)CC(O)C(O)C1,0.5282,40.46,130.099379688,2,2,"(54,)",0.08039666611668578,-0.3904145029583294,0,1,2,2.4823,-425.43345,-425.434394,-425.444119,-425.478186,-0.2484,0.0473,0.2957,0.205304
124424,CC(CC#N)C1CCO1,1.32508,33.019999999999996,125.084063972,0,2,"(50,)",0.06319576613739596,-0.3777154106035671,2,1,2,4.8409,-403.142845,-403.143789,-403.153356,-403.188715,-0.2597,0.0379,0.2975,0.17034
97314,CCC1(C)CCOCC1,2.2131,9.23,128.120115132,0,1,"(54,)",0.04707448806926837,-0.3814092096992537,1,1,0,1.3284,-389.498944,-389.499888,-389.509403,-389.543028,-0.2417,0.0749,0.3167,0.230219
60556,CC(N)C(O)(C#C)C#N,-0.7785199999999999,70.03999999999999,124.063662876,2,3,"(48,)",0.22755091932638966,-0.36437446558724684,1,0,2,4.419,-417.960125,-417.961069,-417.970979,-418.005216,-0.272,-0.0024,0.2695,0.13333
93758,CC1OC2(C)CC1(O)C2,0.6887000000000001,29.46,128.083729624,1,2,"(52,)",0.09599063978807755,-0.3869636681656255,0,3,1,1.1301,-424.209637,-424.210582,-424.219428,-424.251982,-0.2372,0.0651,0.3023,0.181451
57068,OCC1C2CC2N1C=O,-0.7922,40.54,127.063328528,1,2,"(50,)",0.20980691447677857,-0.3942221762514614,2,2,3,5.206,-439.059041,-439.059985,-439.068032,-439.100765,-0.2467,0.0107,0.2574,0.148365
96412,CC(C)OCC1(C)CN1,0.7732999999999999,31.17,129.1153641,1,2,"(54,)",0.0661040326406169,-0.3768400165133372,3,1,1,2.5462,-405.517115,-405.518059,-405.528974,-405.565621,-0.2333,0.0765,0.3098,0.215092
60397,COC(C)C(=O)NC=N,-0.25543,62.18,130.07422756,2,3,"(52,)",0.25337128245189927,-0.3719118898139177,3,0,1,1.5651,-456.365333,-456.366277,-456.37647,-456.412225,-0.2485,-0.0192,0.2294,0.157948
104963,CCC(C)C1C(C)N1C,1.735,3.01,127.13609954399999,0,1,"(54,)",0.027430578510725293,-0.2973649697924688,2,1,4,1.3473,-369.578679,-369.579624,-369.591084,-369.627556,-0.21,0.0739,0.2839,0.238369
27224,C1N=COC2C3OC2C13,-0.18930000000000002,30.82,125.047678464,0,3,"(48,)",0.1696262364867969,-0.47485799577521615,0,4,2,0.3194,-437.805269,-437.806213,-437.812623,-437.843486,-0.2473,0.0211,0.2684,0.126664
83426,CCC(C1CN1)C(N)=O,-0.5303000000000002,65.03,128.094963004,2,2,"(52,)",0.2216433623618701,-0.36938572416119175,3,1,2,4.1835,-420.405656,-420.4066,-420.41719,-420.454023,-0.2354,0.0308,0.2663,0.181702
19656,CC1OC2CC3C(C2)C13,1.4297,9.23,124.088815004,0,1,"(50,)",0.05842249574170867,-0.37494854735523403,0,4,3,1.3947,-387.09898,-387.099924,-387.107145,-387.138513,-0.2294,0.0823,0.3117,0.185967
12522,C1OC1C1=CNC=C1,1.086,28.32,109.052763844,1,1,"(42,)",0.10740826437216981,-0.36798731584086364,1,2,1,2.396,-362.664136,-362.66508,-362.671851,-362.703224,-0.2051,0.0396,0.2447,0.120759
123773,CC1=CCC2CC2OC1,1.7415,9.23,124.088815004,0,1,"(50,)",0.06775096820456818,-0.373584651597488,0,2,2,1.1319,-387.071687,-387.072632,-387.080967,-387.113522,-0.2289,0.0241,0.2531,0.183548
121517,CC(=O)C1(CCO)CC1,0.738,37.3,128.083729624,1,2,"(52,)",0.13555080170246916,-0.3963405691970562,3,1,0,2.0771,-424.220221,-424.221166,-424.231433,-424.267209,-0.2416,-0.0103,0.2313,0.180106
132105,CNC(=O)C#CC(C)O,-0.8834000000000002,49.33,127.063328528,2,2,"(50,)",0.2952226547466347,-0.38066244966525176,0,0,1,2.66,-439.071656,-439.0726,-439.083606,-439.122323,-0.255,-0.0226,0.2324,0.14487
79897,N=C1OC(CC#C)C=C1,0.94197,33.08,121.052763844,1,2,"(46,)",0.20560412905002992,-0.4694656224520669,1,1,1,3.1636,-400.728665,-400.729609,-400.737785,-400.77107,-0.2483,-0.0358,0.2124,0.123889
126373,O=C1C2OC2C2CC1C2,0.3627,29.6,124.052429496,0,2,"(48,)",0.1668509392848637,-0.3609660075732571,0,4,2,3.4475,-421.808111,-421.809055,-421.815636,-421.846468,-0.2425,-0.0309,0.2116,0.138405
111869,CC1=CN=CC(=N)C=N1,0.26448999999999995,49.63,121.06399722399999,1,3,"(46,)",0.09047713957894521,-0.2976607473040586,0,1,0,1.1048,-396.927214,-396.928158,-396.936059,-396.968692,-0.235,-0.0714,0.1636,0.125078
26456,C1CC2CCC1OC=N2,1.3561,21.59,125.084063972,0,2,"(50,)",0.16958473146596742,-0.4803269002536658,0,3,0,2.3336,-403.169968,-403.170912,-403.178099,-403.209807,-0.2391,0.029,0.2682,0.175893
126878,C1NC11CN=C2OCC12,-0.6131000000000002,43.53,124.063662876,1,3,"(48,)",0.1915126532495749,-0.47971379089232796,0,3,2,3.9254,-417.938838,-417.939782,-417.946832,-417.978276,-0.2492,0.0122,0.2614,0.13817
97503,OC1C2C3C(C#N)C2C13,-0.007319999999999993,44.019999999999996,121.052763844,1,2,"(46,)",0.06616450975968577,-0.3925048328165664,0,5,0,5.2247,-400.672701,-400.673646,-400.68094,-400.712749,-0.2741,0.0252,0.2993,0.124982
66692,CC1CC2(C1)OC2C=O,0.7527999999999999,29.6,126.06807956,0,2,"(50,)",0.15128087158049267,-0.3580462365632895,1,2,1,3.0501,-422.998664,-422.999608,-423.008559,-423.04289,-0.257,-0.0397,0.2173,0.15687
35639,O=C1CC2OC(C#C)C12,-0.02400000000000002,26.3,122.036779432,0,2,"(46,)",0.14432886344494056,-0.3600828302168746,0,2,3,1.7625,-420.556861,-420.557805,-420.565595,-420.598378,-0.2503,-0.0353,0.215,0.110602
64616,CCC1(C)CN1C=O,0.6271,20.08,113.084063972,0,1,"(46,)",0.20980232399813062,-0.3357468791188152,2,1,2,3.7365,-365.05924,-365.060184,-365.069222,-365.102874,-0.2486,0.0047,0.2533,0.163636
25781,O=C(C#C)C1NC1C#N,-0.9473200000000002,62.800000000000004,120.032362748,1,3,"(44,)",0.22432395092539748,-0.2874967725278393,1,1,2,6.9153,-415.545428,-415.546373,-415.554906,-415.589184,-0.2781,-0.0817,0.1964,0.087371
27896,N=C(NC=O)OCC#N,-0.7926500000000001,85.97,127.0381764,2,4,"(48,)",0.2888446100217536,-0.44974386588809984,2,0,0,5.8844,-470.018863,-470.019807,-470.028849,-470.064287,-0.2648,-0.0199,0.2449,0.099777
39405,CCC1OCC2CC1C2,1.8214000000000001,9.23,126.104465068,0,1,"(52,)",0.06005558676477823,-0.37765668472830316,1,3,1,1.346,-388.277696,-388.278641,-388.287099,-388.320196,-0.2406,0.0805,0.3211,0.207947
50265,N=C(OC=O)C(=O)C=O,-1.0953300000000001,84.28999999999999,129.006207576,1,5,"(48,)",0.29945170794293985,-0.4058276708962638,3,0,0,2.5838,-509.773345,-509.774289,-509.783256,-509.818703,-0.2751,-0.1302,0.1449,0.073666
47521,C1CC2CC(C1)N=CO2,1.3561,21.59,125.084063972,0,2,"(50,)",0.16958904850535725,-0.4802452197674379,0,2,2,2.1887,-403.181898,-403.182842,-403.189662,-403.220473,-0.2426,0.0312,0.2738,0.17617
128891,CC1=CNN=C1OC=N,0.7039899999999999,61.76,125.058911844,2,3,"(48,)",0.24153295422446713,-0.4261601470863273,2,1,0,4.2885,-434.078158,-434.079102,-434.087857,-434.122461,-0.2283,0.0068,0.2351,0.124988
2580,CC1=NC(OC=N)=NO1,0.36388999999999994,72.0,127.0381764,1,5,"(48,)",0.36011759939813437,-0.4107950940626864,2,1,0,3.0385,-469.999218,-470.000162,-470.008516,-470.043142,-0.2716,-0.0327,0.2388,0.100261
67387,OCC1C2C3C2C1C3O,-0.5386,40.46,126.06807956,2,2,"(50,)",0.06082813918904538,-0.39606397327287457,1,3,6,0.5807,-422.947614,-422.948558,-422.956747,-422.98955,-0.2442,0.0713,0.3155,0.159498
108492,OCCCCC1CC1O,0.5298,40.46,130.099379688,2,2,"(54,)",0.057250922685421674,-0.39637656782255454,4,1,2,2.3868,-425.391162,-425.392107,-425.403001,-425.44031,-0.2525,0.0815,0.334,0.203965
123846,CC1=CC2CC(C1)C2O,1.3334000000000001,20.23,124.088815004,1,1,"(50,)",0.06339216602883435,-0.39221485133637807,0,3,3,1.732,-387.089008,-387.089952,-387.097959,-387.129887,-0.2311,0.0135,0.2446,0.184425
110278,C1NC11CN2CC2C=C1,-0.41759999999999997,24.950000000000003,122.08439831999999,1,2,"(48,)",0.062123546094608136,-0.3035354616096491,0,3,3,2.2621,-382.015824,-382.016768,-382.024047,-382.055521,-0.2183,0.004,0.2223,0.162092
21121,CC1CCC(=O)C1C,1.6215,17.07,112.088815004,0,1,"(46,)",0.13547677836174238,-0.29940337890777785,0,1,2,2.7682,-349.041183,-349.042127,-349.050489,-349.08315,-0.2324,-0.0134,0.219,0.177144
65265,COC1OC(=O)C(C)=C1,0.4620000000000001,35.53,128.047344116,0,3,"(50,)",0.33567464987542117,-0.42856471664857976,1,1,1,3.6043,-459.003006,-459.00395,-459.012891,-459.047015,-0.2691,-0.0437,0.2254,0.134667
83737,CC12OC1CCC2C#N,1.07748,36.32,123.068413908,0,2,"(48,)",0.10770676894813742,-0.364932874963653,0,2,3,4.9642,-401.961707,-401.962651,-401.970887,-402.003609,-0.2745,0.0328,0.3073,0.148173
82282,CC1C(CC=C1C)C=O,1.7876,17.07,124.088815004,0,1,"(50,)",0.12346707931959651,-0.30305284368377505,1,1,2,2.9588,-387.115929,-387.116873,-387.126443,-387.161379,-0.2375,-0.0182,0.2193,0.181238
59999,O=CC1(CC#C)CCO1,0.3676999999999999,26.3,124.052429496,0,2,"(48,)",0.152421347555784,-0.3662907095913605,2,1,1,2.0247,-421.767081,-421.768025,-421.777329,-421.812574,-0.2417,-0.0324,0.2093,0.132647
15786,COCCCCC1CO1,1.2019,21.759999999999998,130.099379688,0,2,"(54,)",0.08095340648023656,-0.384690182428488,5,1,1,1.234,-425.383373,-425.384317,-425.395167,-425.432911,-0.2512,0.0907,0.342,0.203528
113636,CCC1=CC=COC1=N,1.32147,36.99,123.068413908,1,2,"(48,)",0.21367985135426196,-0.446992523419495,1,1,0,2.7553,-401.982789,-401.983733,-401.991947,-402.024878,-0.209,-0.0416,0.1673,0.148887
61404,CC1C(C)C1C(O)C=O,0.4482,37.3,128.083729624,1,2,"(52,)",0.14827433306108062,-0.3853248423007543,2,1,3,2.5737,-424.212046,-424.21299,-424.2233,-424.258967,-0.2596,-0.0338,0.2258,0.179845
12329,CC1=C(O)N=CC(=O)O1,0.04881999999999981,63.330000000000005,127.02694302,1,4,"(48,)",0.35429562006105575,-0.4908800965713499,0,1,0,3.1961,-473.868447,-473.869391,-473.877379,-473.910122,-0.223,-0.0835,0.1395,0.099942
111554,CC12OC3C4C1C4C23O,-0.2356000000000001,29.46,124.052429496,1,2,"(48,)",0.1234217490481494,-0.3838079249270378,0,4,6,0.4518,-421.738618,-421.739562,-421.746847,-421.778045,-0.2295,0.0634,0.293,0.135134
106827,CCN1C(=O)CC11CC1,0.7712000000000001,20.310000000000002,125.084063972,0,1,"(50,)",0.22490008670429087,-0.3367028168475386,1,2,0,3.6334,-403.149491,-403.150435,-403.159654,-403.194309,-0.2278,0.0372,0.265,0.170053
113013,OC1C2CC1O2,-0.48160000000000003,29.46,86.036779432,1,2,"(34,)",0.10645312424135707,-0.3876948592742965,0,3,2,1.8437,-306.28034,-306.281284,-306.286325,-306.314443,-0.2388,0.0631,0.3019,0.096525
31433,NC(=N)N1N=NOC1=N,-1.9078600000000003,117.57,128.044658748,3,6,"(48,)",0.34565311174776675,-0.3680433132850011,0,1,0,3.6223,-482.194201,-482.195145,-482.20267,-482.235027,-0.25,-0.0553,0.1947,0.089527
115687,CC(C)(CC1CC1)C#C,2.445900000000001,0.0,122.109550448,0,0,"(50,)",0.02580017646201821,-0.11953552420758362,2,1,0,0.7243,-351.103345,-351.104289,-351.114736,-351.149852,-0.2542,0.0621,0.3162,0.203208
32943,CN1CC11C=CCC1=O,0.1996,20.08,123.068413908,0,2,"(48,)",0.1615566354629041,-0.2968299402693981,0,2,2,3.5669,-401.936788,-401.937732,-401.945955,-401.978734,-0.2234,-0.0226,0.2008,0.147112
128439,C1OC2COC1CO2,-0.2419,27.69,116.047344116,0,3,"(46,)",0.18058166986112756,-0.3681301496607273,0,3,0,1.0308,-420.864719,-420.865663,-420.871693,-420.90183,-0.2548,0.0819,0.3367,0.133721
43738,CN1C=NC(CC=O)=C1,0.16149999999999987,34.89,124.063662876,0,3,"(48,)",0.1254990832004398,-0.3402592058563976,2,1,0,5.2769,-418.046135,-418.047079,-418.055987,-418.091405,-0.2209,-0.0119,0.209,0.135904
46785,CC(O)C1=CC(O)=NO1,0.43349999999999983,66.49000000000001,129.042593084,2,4,"(50,)",0.25145957811413455,-0.491103208382549,1,1,1,1.2882,-475.010257,-475.011201,-475.019806,-475.05358,-0.2546,-0.009,0.2456,0.123514
73796,CC1=C(C[NH3+])OC([O-])=C1,-0.5964800000000003,63.84,127.063328528,1,2,"(50,)",0.10639356368414156,-0.5777724469083879,1,1,0,3.2915,-439.123852,-439.124796,-439.135942,-439.173375,-0.245,-0.068,0.1771,0.143381
23864,O=CCC(=O)CC1CC1,0.9446,34.14,126.06807956,0,2,"(50,)",0.1397365165889001,-0.3029100165118737,4,1,0,2.1399,-423.026497,-423.027442,-423.03709,-423.0737,-0.2461,-0.043,0.2031,0.156777
119750,C1CC23OCC2OCC13,0.5642,18.46,126.06807956,0,2,"(50,)",0.11008849379976735,-0.37238118511198476,0,3,3,0.8563,-422.995163,-422.996107,-423.003147,-423.034432,-0.243,0.0704,0.3134,0.161558
11092,CN1C2CC=C(C=O)C12,0.19799999999999995,20.08,123.068413908,0,2,"(48,)",0.1468567614178556,-0.29820250557315636,1,2,3,3.9155,-401.930271,-401.931215,-401.939343,-401.972084,-0.2331,-0.0619,0.1712,0.147491
98595,N=C1CC2N3CC2(C3)O1,-0.1794300000000002,36.32000000000001,124.063662876,1,3,"(48,)",0.1825199559175175,-0.4702679211068536,0,4,1,1.6323,-417.906922,-417.907867,-417.9144,-417.945229,-0.2488,0.0116,0.2603,0.138443
122143,C#CC12NC1C1OC21,-0.8888000000000003,34.47,107.03711378,1,2,"(40,)",0.12738467271608314,-0.3645921478859767,0,3,4,2.9515,-361.310284,-361.311228,-361.317712,-361.348082,-0.2225,0.0132,0.2356,0.093902
41744,CC1CC2OC1C21CC1,1.5737999999999999,9.23,124.088815004,0,1,"(50,)",0.06861384678370651,-0.373337627354103,0,4,3,1.6667,-387.044079,-387.045023,-387.052918,-387.084844,-0.2391,0.0834,0.3225,0.183664
24771,N=COC1CCCCO1,1.13667,42.31,129.078978592,1,3,"(52,)",0.20041684513168825,-0.4550853407180176,2,1,1,4.1614,-440.290473,-440.291417,-440.300004,-440.333785,-0.2604,0.0252,0.2855,0.172289
7581,N=C1CC(OCO1)C#N,0.25025000000000003,66.1,126.042927432,1,4,"(48,)",0.1915544714364545,-0.454713861782506,0,1,1,3.3687,-453.950679,-453.951623,-453.959361,-453.992106,-0.2844,-0.0184,0.266,0.113939
128051,C1OC11C2CC3CN2C13,-0.1583000000000001,15.77,123.068413908,0,2,"(48,)",0.12271582570769027,-0.3661571117106833,0,6,5,3.2083,-401.853331,-401.854275,-401.860671,-401.89118,-0.2319,0.0739,0.3058,0.15001
