,smiles,mole_logp,tpsa,mol_wt,hbd,hba,valencee,max_partialcharge,min_partialcharge,rotatablebd,ringct,stereocent,dipole_moment,enthalpy,internal_energy,internal_energy_zero,free_energy,homo,lumo,gap,zero_point_vib_energy
81786,CC1(C)CC2CC=CC12,2.608600000000001,0.0,122.109550448,0,0,"(50,)",-0.015050090264285132,-0.08793115619837993,0,2,2,0.1193,-351.159734,-351.160678,-351.1693,-351.201977,-0.2319,0.0267,0.2587,0.206542
37967,CC12CC3C1N3CC2O,-0.17629999999999985,23.240000000000002,125.084063972,1,2,"(50,)",0.07364960539373969,-0.3911593896773315,0,3,5,1.1264,-403.103598,-403.104542,-403.112431,-403.14421,-0.2283,0.0655,0.2939,0.172068
101773,CC1=CN=NNC1=O,-0.52668,58.64,111.04326178,1,3,"(42,)",0.2694994619836709,-0.267631829812738,0,1,0,1.4456,-394.788282,-394.789226,-394.795936,-394.826895,-0.2584,-0.0761,0.1823,0.096876
122153,N#CC1(OCC=C1)C#N,0.3587600000000001,56.809999999999995,120.032362748,0,3,"(44,)",0.26016808054539464,-0.3407848035499037,0,1,0,5.6189,-415.603749,-415.604693,-415.612552,-415.645477,-0.2974,-0.0401,0.2573,0.088827
27118,CN1C=NC2=CON=C12,0.5612999999999998,43.85,123.04326178,0,4,"(46,)",0.20242878565137695,-0.360215881347709,0,2,0,3.1321,-432.852513,-432.853458,-432.860327,-432.89199,-0.2293,-0.0314,0.1979,0.103637
25632,NC1=NC=C(N)C(F)=C1,0.38510000000000016,64.92999999999999,127.05457541199999,2,3,"(48,)",0.1508253700577247,-0.39510049698506966,0,1,0,2.1232,-458.145174,-458.146118,-458.153981,-458.185961,-0.1892,-0.0079,0.1813,0.114194
77066,CC1OC(CCO)C=C1,0.7122999999999999,29.46,128.083729624,1,2,"(52,)",0.07860622145959835,-0.39626207364725685,2,1,2,0.9964,-424.21943,-424.220374,-424.230078,-424.265378,-0.2328,0.0163,0.249,0.18135
67349,CC1C(O)C=CNC1=O,-0.37310000000000015,49.33,127.063328528,2,2,"(50,)",0.22917897458441913,-0.38815763916971446,0,1,2,3.3424,-439.125583,-439.126527,-439.135192,-439.168399,-0.2288,-0.0168,0.212,0.148486
86244,CN1CC11CC=CC1O,-0.008599999999999997,23.240000000000002,125.084063972,1,2,"(50,)",0.09196749888424587,-0.387037179601088,0,2,3,2.9943,-403.116549,-403.117493,-403.125923,-403.158754,-0.2413,0.0198,0.2611,0.171212
92050,CC1CC11OC(=N)C1O,0.13337,53.31,127.063328528,2,3,"(50,)",0.21464342310489012,-0.4688942037753268,0,2,3,1.4169,-439.053057,-439.054001,-439.063153,-439.09718,-0.254,0.0144,0.2684,0.145817
123383,N#CCNC1=CN=CO1,0.61008,61.85,123.04326178,1,4,"(46,)",0.21373113168956373,-0.42812758280184804,2,1,0,1.8795,-432.882099,-432.883043,-432.890957,-432.92498,-0.2229,-0.003,0.2199,0.102422
94491,CC1C2C1C1(C)OCC21,1.2872,9.23,124.088815004,0,1,"(50,)",0.07405808564110475,-0.37417358410356616,0,3,5,1.6767,-387.031722,-387.032666,-387.041046,-387.073355,-0.2401,0.0743,0.3144,0.182112
34163,CC1(OCC1CO)C=O,-0.4173000000000002,46.53,130.06299418,1,3,"(52,)",0.1515238836985989,-0.39586736084848523,2,1,2,3.0821,-460.134217,-460.135161,-460.145119,-460.180719,-0.2412,-0.0289,0.2122,0.156125
37039,C1OCC23COCC12N3,-0.8723999999999998,40.400000000000006,127.063328528,1,3,"(50,)",0.08888505734522766,-0.37727010843278824,0,3,0,1.7518,-439.048309,-439.049253,-439.056106,-439.087106,-0.2455,0.0801,0.3256,0.151073
72013,CN1C2CC3(CCO3)C12,0.2318,12.24,125.084063972,0,2,"(50,)",0.08890518507432808,-0.3730341842905791,0,3,4,2.0144,-403.069788,-403.070732,-403.078959,-403.111932,-0.2228,0.072,0.2948,0.171035
73377,CC1(O)CC(CO)C1,0.13970000000000005,40.46,116.083729624,2,2,"(48,)",0.06263870364493203,-0.3960842889112364,1,1,0,2.5994,-386.116844,-386.117789,-386.126968,-386.160629,-0.2517,0.0728,0.3245,0.175053
125529,CCCCC(C)(C)C#C,2.836000000000001,0.0,124.12520051199999,0,0,"(52,)",0.025537044332789388,-0.11953570246559037,3,0,0,0.6832,-352.32596,-352.326904,-352.338599,-352.37549,-0.256,0.0627,0.3187,0.225532
41501,N=C1OCC2CCOC12,0.3989699999999998,42.31,127.063328528,1,3,"(50,)",0.2104254668586759,-0.4788388096150206,0,2,2,4.0184,-439.098421,-439.099365,-439.106757,-439.13983,-0.2526,0.0166,0.2692,0.150934
77140,C#CCC1CN1CC#C,0.32710000000000006,3.01,119.073499288,0,1,"(46,)",0.06022507025860449,-0.2855196502621118,2,1,2,1.0343,-364.692253,-364.693197,-364.702727,-364.737434,-0.2333,0.035,0.2683,0.144634
60576,CC(CC(N)=O)N1CC1,-0.43409999999999993,46.1,128.094963004,1,2,"(52,)",0.2184806296465478,-0.3696282363708591,3,1,1,4.7962,-420.403199,-420.404143,-420.413977,-420.449586,-0.2279,0.0466,0.2745,0.182023
107553,CCN=C1CC=CCO1,1.3813,21.59,125.084063972,0,2,"(50,)",0.1869015291231422,-0.476537932953379,1,1,0,2.495,-403.155069,-403.156014,-403.165208,-403.200869,-0.2382,0.0144,0.2526,0.171052
49108,O=C(C#C)C1CO1,-0.4125000000000001,29.6,96.021129368,0,2,"(36,)",0.23580275718216012,-0.36366826233057536,1,1,1,2.5384,-343.191695,-343.19264,-343.19939,-343.230417,-0.2701,-0.0702,0.1999,0.076125
103322,CC12NC(C)(C1O)C2=O,-0.9494000000000002,49.33,127.063328528,2,3,"(50,)",0.17726725327682152,-0.3883190357925691,0,3,2,1.4188,-439.035893,-439.036837,-439.045891,-439.07919,-0.2359,-0.0054,0.2304,0.14594
62274,CC(=O)C12CC1OC2=N,0.34157,50.150000000000006,125.047678464,1,3,"(48,)",0.19824776476816605,-0.4753067789828948,1,2,2,1.3565,-437.868957,-437.869901,-437.87827,-437.911806,-0.2556,-0.0292,0.2264,0.122582
7590,O=C1CNC2CCC2O1,-0.33620000000000005,38.33,127.063328528,1,3,"(50,)",0.31976034975379525,-0.4597613239978982,0,2,2,4.7219,-439.095009,-439.095953,-439.103343,-439.135393,-0.2375,0.017,0.2545,0.150235
44587,OC1CCCOC11CC1,0.6902999999999999,29.46,128.083729624,1,2,"(52,)",0.09418089807852166,-0.39012097944391905,0,2,1,1.7846,-424.21299,-424.213934,-424.222216,-424.254547,-0.2451,0.0814,0.3265,0.183908
82478,CCC([NH3+])C#CC([O-])=O,-2.239799999999999,67.77000000000001,127.063328528,1,2,"(50,)",0.14597440540266435,-0.5365510615962231,1,0,1,5.4688,-439.071062,-439.072006,-439.082415,-439.119722,-0.2592,-0.038,0.2212,0.145927
124427,CC1C2C(O)C2C1C=O,0.058099999999999874,37.3,126.06807956,1,2,"(50,)",0.12323692654498114,-0.39249025365835316,1,2,5,3.3189,-422.993521,-422.994465,-423.002983,-423.035889,-0.2451,-0.0409,0.2042,0.158606
97320,O=C1NC2CC=CC2O1,0.42330000000000007,38.33,125.047678464,1,2,"(48,)",0.4076731533135621,-0.4397790303132448,0,2,2,5.215,-437.945167,-437.946112,-437.953028,-437.984706,-0.2587,-0.0008,0.2579,0.127481
60564,CC#CCNC1COC1,-0.0019000000000000128,21.259999999999998,125.084063972,1,2,"(50,)",0.06427866414217212,-0.37802923460408305,2,1,0,2.0298,-403.074078,-403.075022,-403.085171,-403.122586,-0.2277,0.0441,0.2719,0.169886
93764,NC1=NC2CC2(N1)C#N,-1.0610200000000003,74.19999999999999,122.05924619199999,2,4,"(46,)",0.18980997105114386,-0.3699320122888938,0,2,2,4.2082,-412.994863,-412.995807,-413.003391,-413.035229,-0.2364,0.0069,0.2433,0.114897
57074,CC1CC(=O)C(N1)C#N,-0.17051999999999995,52.89,124.063662876,1,3,"(48,)",0.165272340544526,-0.2966657314480146,0,1,2,5.47,-418.02881,-418.029755,-418.038356,-418.072212,-0.2474,-0.0465,0.201,0.136066
96418,N=COC(CC=O)C=O,-0.23343000000000025,67.22,129.042593084,1,4,"(50,)",0.16721552444210905,-0.47264691550826665,5,0,1,2.8558,-475.013118,-475.014062,-475.023894,-475.060634,-0.2592,-0.0524,0.2068,0.120053
60404,O=C1CC2CC2(N1)C#C,-0.10179999999999984,29.1,121.052763844,1,1,"(46,)",0.22109397898235375,-0.33949851414626486,0,2,2,3.3525,-400.738337,-400.739282,-400.747125,-400.779429,-0.2378,0.0197,0.2576,0.124379
104964,CC1OCCN2CC12,0.08929999999999993,12.24,113.084063972,0,2,"(46,)",0.07147801771197229,-0.3754993991103098,0,2,3,0.5077,-365.029301,-365.030245,-365.037534,-365.068804,-0.2187,0.0889,0.3076,0.167283
27232,C1CC23COCC12CO3,0.5658,18.46,126.06807956,0,2,"(50,)",0.10147715627805769,-0.37764369596074443,0,3,2,1.4852,-422.974539,-422.975484,-422.982607,-423.01395,-0.2476,0.0556,0.3033,0.16126
83433,CC12NCC(=O)C1C2O,-1.0919,49.33,127.063328528,2,3,"(50,)",0.15380263731036398,-0.3903554144220325,0,2,3,2.5496,-439.074252,-439.075196,-439.083632,-439.116307,-0.2121,-0.0119,0.2002,0.147466
19659,COCCCOC,0.6693,18.46,104.083729624,0,2,"(44,)",0.0483711115835508,-0.3845999415803446,4,0,0,2.0048,-348.02097,-348.021914,-348.03123,-348.065825,-0.2498,0.087,0.3367,0.16934
12529,N=C1NC=NC(=N1)C#C,-0.7345299999999999,65.42,120.04359612799999,2,3,"(44,)",0.22246284377976924,-0.31522536193230116,0,1,0,2.3025,-411.786203,-411.787148,-411.79445,-411.826453,-0.2382,-0.0765,0.1617,0.091195
123776,C1C=CC2=NC=CC=C12,1.6509,12.89,117.057849224,0,1,"(44,)",0.0661180083902591,-0.2566082623431488,0,2,0,2.4865,-363.688129,-363.689073,-363.695294,-363.725663,-0.2253,-0.0299,0.1953,0.128588
121520,CCCCC1(CO)CN1,0.5109,42.17,129.1153641,2,2,"(54,)",0.06253309695164616,-0.3944043024537433,4,1,1,2.9626,-405.517571,-405.518515,-405.529069,-405.565348,-0.2437,0.0683,0.312,0.216957
132106,CC1CCNC(=O)N1,0.0778000000000002,41.13,114.07931294,2,1,"(46,)",0.31449839888675274,-0.33808019176864784,0,1,1,4.2369,-381.175536,-381.17648,-381.184301,-381.216444,-0.2344,0.0597,0.2941,0.156577
79908,NC1=[NH+]C(=N)C([O-])=CN1,-2.0359300000000005,102.85999999999999,126.05416081199999,3,3,"(48,)",0.30870312131042515,-0.8667700800641175,0,1,0,8.4459,-450.13552,-450.136465,-450.144451,-450.176945,-0.1742,-0.0304,0.1438,0.115171
126374,CC1CC(=O)C=C1C=O,0.7205999999999999,34.14,124.052429496,0,2,"(48,)",0.15619097214269412,-0.2982429119534621,1,1,1,0.7352,-421.870855,-421.871799,-421.88037,-421.914208,-0.2519,-0.0996,0.1523,0.135059
111876,COC12CCC(CC1)O2,1.3019,18.46,128.083729624,0,2,"(52,)",0.16796285811458722,-0.35314971180766047,1,2,0,1.4482,-424.232853,-424.233797,-424.241894,-424.274541,-0.2521,0.0777,0.3298,0.184666
26460,O=CC12NC3C1OC23,-1.3231000000000002,38.33,111.0320284,1,3,"(42,)",0.145039314915624,-0.36650555390005357,1,5,2,2.349,-398.469396,-398.47034,-398.476579,-398.507224,-0.2444,-0.0441,0.2003,0.094582
126880,CNCC(C)(NC)C#N,-0.2925199999999999,47.849999999999994,127.11094741599999,2,3,"(52,)",0.11571347874950721,-0.3168518461338011,3,0,1,4.7158,-400.507861,-400.508805,-400.51985,-400.555913,-0.2269,0.0359,0.2628,0.192976
97509,OCCC1(O)CC1O,-1.1355000000000002,60.69,118.06299418,3,3,"(48,)",0.09535500400427324,-0.396261445163031,2,1,2,1.5959,-422.032695,-422.033639,-422.042951,-422.076883,-0.2497,0.0679,0.3176,0.151159
66696,CCOC(=O)C(N)=N,-0.5145299999999999,76.17,116.058577496,2,3,"(46,)",0.3726427607789032,-0.46017678913883375,1,0,0,1.1185,-417.089957,-417.090902,-417.099826,-417.134079,-0.245,-0.0326,0.2124,0.129526
35648,CCC1(NC1C)C(C)=O,0.7158999999999998,39.010000000000005,127.099714036,1,2,"(52,)",0.15088338967638826,-0.29883683273505945,2,1,2,2.4999,-404.344207,-404.345152,-404.355765,-404.391395,-0.242,-0.0173,0.2247,0.191582
64620,CN1CC=CCC1C=O,0.4456,20.310000000000002,125.084063972,0,2,"(50,)",0.13693332829841656,-0.30161339825318645,1,1,1,2.5811,-403.144266,-403.14521,-403.154005,-403.187586,-0.2256,-0.0234,0.2022,0.170755
25785,NC1=NCC2=CON=C12,-0.10649999999999998,64.41,123.04326178,1,4,"(46,)",0.1528071151296714,-0.3820751574115852,0,2,0,1.1903,-432.859825,-432.860769,-432.867473,-432.898383,-0.2387,-0.0367,0.2021,0.104148
27904,COCC(C)O,0.013600000000000112,29.46,90.06807956,1,2,"(38,)",0.07449767715783018,-0.39101929803651053,2,0,1,2.2037,-308.750523,-308.751467,-308.759135,-308.790567,-0.2581,0.0777,0.3359,0.141325
39410,CCOC1CC1NC=O,-0.0902,38.33,129.078978592,1,2,"(52,)",0.20693017531660665,-0.37628868305019314,4,1,2,4.5633,-440.2757,-440.276644,-440.286678,-440.323228,-0.2362,0.0347,0.2709,0.169156
50270,CN1C(=N)OC=C1C=O,-0.08993000000000001,58.99,126.042927432,1,4,"(48,)",0.2934919135610702,-0.43152542137717886,1,1,0,2.6004,-453.970407,-453.971351,-453.979688,-454.013174,-0.2116,-0.0655,0.1462,0.112478
47526,CC1(CC1)C12CN1CC2,1.2446,3.01,123.10479941599999,0,1,"(50,)",0.04025945250840686,-0.29385342310233487,1,3,2,1.518,-367.148241,-367.149185,-367.157835,-367.191009,-0.2279,0.0874,0.3152,0.194609
128892,NC1=NC(O)=C(O1)C#N,-0.16592000000000007,96.07,125.022526336,2,5,"(46,)",0.29612434818196187,-0.4899687997928032,0,1,0,6.7744,-468.849466,-468.85041,-468.858075,-468.89024,-0.2201,-0.0208,0.1993,0.078929
2581,CC1C2OC2C1OC=N,0.3957699999999999,45.61,127.063328528,1,3,"(50,)",0.16668962106975468,-0.4773522036962136,2,2,4,4.724,-439.027257,-439.028202,-439.036996,-439.071635,-0.253,0.0213,0.2743,0.146097
67392,CC1CN1CCC(N)=O,-0.4340999999999999,46.1,128.094963004,1,2,"(52,)",0.21820406004849574,-0.3696375199717154,3,1,2,2.2998,-420.402741,-420.403685,-420.414349,-420.452064,-0.2199,0.0352,0.2551,0.180881
108499,CC1(C)C2CC(C#N)C12,1.80208,23.79,121.08914935199999,0,1,"(48,)",0.06586475436669939,-0.198023250930919,0,2,3,4.181,-365.996451,-365.997395,-366.006315,-366.039515,-0.2734,0.0289,0.3023,0.170652
123849,NC(=O)C1C2CCC12,0.1276999999999997,43.09,111.068413908,1,1,"(44,)",0.22061112551627515,-0.3694197480661552,1,2,2,3.282,-363.858101,-363.859045,-363.866652,-363.898862,-0.2342,0.0295,0.2637,0.143356
110284,CC(=O)C1(C)CC1C#C,1.2348000000000001,17.07,122.07316494,0,1,"(48,)",0.1364688991579094,-0.299362179690366,1,1,2,2.6314,-385.859481,-385.860425,-385.870318,-385.904882,-0.2403,-0.0156,0.2247,0.155661
21123,C1C2CN1C1=NC=NN21,-0.34719999999999995,33.95,122.05924619199999,0,4,"(46,)",0.2238026897493572,-0.33657816743157226,0,4,0,3.999,-412.923098,-412.924042,-412.929866,-412.960442,-0.2454,0.0008,0.2462,0.117302
65268,CC12CCC1(C)N2C=O,0.7696000000000001,20.08,125.084063972,0,1,"(50,)",0.21027836780439943,-0.3297526520523512,1,2,2,3.9028,-403.131066,-403.13201,-403.141396,-403.17515,-0.2304,0.0127,0.2431,0.169012
83744,CC1C(CC#C)N1C,0.7121999999999999,3.01,109.08914935199999,0,1,"(44,)",0.035807194010894945,-0.2966527541703603,1,1,3,1.4723,-327.848646,-327.84959,-327.858995,-327.893215,-0.2171,0.0535,0.2707,0.162806
82293,O=C1CCCC2CCC12,1.7656,17.07,124.088815004,0,1,"(50,)",0.13575272498868515,-0.29939193314016027,0,2,2,2.8637,-387.109908,-387.110852,-387.11885,-387.151867,-0.2326,-0.0104,0.2222,0.184765
60005,O=C1CNC(=O)C1,-0.9245999999999999,46.17,99.0320284,1,2,"(38,)",0.2273883630968003,-0.34862402546047444,0,1,0,2.3925,-360.568615,-360.569559,-360.575745,-360.606346,-0.249,-0.0394,0.2096,0.090607
15790,COCCC1CCOC1,1.0594000000000001,18.46,130.099379688,0,2,"(54,)",0.04954705417014656,-0.38467778247949663,3,1,1,1.2434,-425.409245,-425.410189,-425.420364,-425.457254,-0.2403,0.0807,0.321,0.205732
113642,CC1N2CC(O)C2C1=O,-0.9973000000000001,40.54,127.063328528,1,3,"(50,)",0.1689627070277893,-0.3896724406128143,0,2,3,1.5169,-439.040264,-439.041208,-439.049641,-439.082728,-0.2259,-0.0287,0.1972,0.146729
61412,N=C1N=CN=C2CCN12,-0.6863300000000001,54.56,122.05924619199999,1,4,"(46,)",0.2242618245699139,-0.2982930099502698,0,2,0,3.4808,-413.008817,-413.009761,-413.01652,-413.047864,-0.2303,-0.0462,0.1841,0.116612
12336,OC1C2C(C1O)N2C=O,-2.069,60.54,129.042593084,2,3,"(50,)",0.21003995297304148,-0.3880952186339403,1,2,4,4.1342,-474.96882,-474.969764,-474.978135,-475.01131,-0.2476,-0.0026,0.245,0.122983
111561,COC1(C)CCC1(C)C,2.2115,9.23,128.120115132,0,1,"(54,)",0.07011612093287906,-0.37797015860161665,1,1,1,0.9918,-389.472746,-389.47369,-389.484373,-389.518998,-0.2405,0.0794,0.3199,0.226246
106829,FC1=CN=COC1=O,0.17389999999999997,43.1,115.006956524,0,3,"(42,)",0.37459994309428823,-0.4091173898465875,0,1,0,2.6092,-458.599582,-458.600526,-458.606402,-458.636641,-0.2676,-0.076,0.1916,0.060752
113021,CC1OCC1NC(C)=O,-0.09020000000000022,38.33,129.078978592,1,2,"(52,)",0.21675871408982744,-0.37404641958745644,1,1,2,2.9016,-440.294318,-440.295262,-440.305488,-440.343682,-0.2476,0.0257,0.2733,0.169148
31439,O1C2C3C4C5C2C1C5N34,-0.5516000000000001,12.24,121.052763844,0,2,"(46,)",0.0807409734885079,-0.3708400485413606,0,5,8,2.7839,-400.652849,-400.653793,-400.658817,-400.687875,-0.2295,0.0528,0.2823,0.128235
115696,O=CCN=CNC=O,-1.0404,58.53,114.042927432,1,3,"(44,)",0.21169796362538404,-0.3198117239960389,4,0,0,5.2082,-415.870172,-415.871116,-415.879687,-415.91439,-0.2455,-0.0339,0.2116,0.104811
32951,CN=C1ON=CN=C1C,-0.0914799999999999,51.28,125.058911844,0,4,"(48,)",0.26489930265876527,-0.33340701903103903,0,1,0,1.0908,-434.037282,-434.038227,-434.046908,-434.08087,-0.2485,-0.0829,0.1656,0.122945
128440,CCOCC1NC1C#N,-0.11312000000000005,54.96,126.07931294,1,3,"(50,)",0.11341585241780609,-0.38001671772550105,3,1,2,4.2613,-419.172009,-419.172953,-419.182778,-419.219157,-0.2612,0.0155,0.2768,0.158156
43741,CC1(C)OC(=O)C2NC12,-0.33780000000000004,48.24,127.063328528,1,3,"(50,)",0.32503071745492956,-0.45670929113207576,0,2,2,5.121,-439.102736,-439.10368,-439.11188,-439.144237,-0.2494,0.0035,0.2529,0.147371
46791,COC1(COC1=O)C=O,-0.8727000000000003,52.6,130.026608672,0,4,"(50,)",0.3492800444400434,-0.458883034671185,2,1,1,2.051,-494.895575,-494.896519,-494.905408,-494.939516,-0.2559,-0.0564,0.1995,0.10984
73802,O=C1CC2(CN12)C1CC1,0.3811,20.08,123.068413908,0,1,"(48,)",0.225148851066506,-0.33196868114549083,1,3,2,4.3016,-401.907888,-401.908832,-401.916794,-401.949862,-0.2444,-0.0069,0.2375,0.147609
23867,COCC1=NNC=N1,-0.04889999999999989,50.8,113.058911844,1,3,"(44,)",0.17542523747380176,-0.37662364761718936,2,1,0,2.2211,-395.980239,-395.981183,-395.988737,-396.021735,-0.251,0.0066,0.2577,0.120463
119752,C1C2C3C4C1N1C2C3C41,0.31709999999999994,3.24,119.073499288,0,1,"(46,)",0.019371770498563014,-0.29280473073383156,0,6,7,1.6845,-364.738061,-364.739005,-364.744031,-364.773012,-0.2055,0.0752,0.2807,0.152606
11099,CC1CC(O1)C#CC=O,0.3661,26.3,124.052429496,0,2,"(48,)",0.1923862065058436,-0.3623297091955573,0,1,2,3.5879,-421.776214,-421.777159,-421.786655,-421.822987,-0.2661,-0.064,0.2021,0.133444
98597,NC(=O)C1=C(N)ON=N1,-1.2493000000000003,108.03,128.033425368,2,5,"(48,)",0.27452520663899305,-0.36549613449589397,1,1,0,1.6226,-486.085726,-486.08667,-486.09557,-486.129452,-0.2357,-0.0297,0.2059,0.088033
122146,O=CN1CC2CC3C2C13,0.09289999999999998,20.310000000000002,123.068413908,0,1,"(48,)",0.209482995746067,-0.34139757057432285,1,3,4,4.3059,-401.940968,-401.941912,-401.948908,-401.980726,-0.2257,0.0328,0.2585,0.150422
41752,CN1C2C(=O)C1C2(C)O,-0.9973000000000001,40.540000000000006,127.063328528,1,3,"(50,)",0.1725591537469103,-0.38593489424676086,0,3,2,4.6149,-438.992645,-438.993589,-439.002808,-439.036567,-0.2233,0.0113,0.2346,0.144078
24776,CCC1C2C3C=CC1N23,1.0173999999999999,3.01,121.08914935199999,0,1,"(48,)",0.04480000391215889,-0.2834414769429023,1,3,5,1.7975,-365.96554,-365.966484,-365.974092,-366.006226,-0.211,0.0014,0.2124,0.172832
7585,CNC1=NC=CC=N1,0.5183,37.81,109.06399722399999,1,3,"(42,)",0.2218103518063321,-0.3572989254921282,1,1,0,0.369,-358.899102,-358.900046,-358.907342,-358.939631,-0.2139,-0.024,0.1899,0.121644
128053,NC(=O)N1C=NCC1=N,-0.6137300000000001,82.54,126.05416081199999,2,3,"(48,)",0.32511665981711524,-0.350830958042329,0,1,0,3.1627,-450.168352,-450.169297,-450.177228,-450.210258,-0.2452,-0.0171,0.2282,0.114457
